"","ID","band_num","cohort","caught_as","caught","disappeared","fate","outside_area","fledged","independent","mum","Mage","dad_soc","Sage","dad_bio","Bage","sex","LRStot","LRSfledge","LRSinde"
"4327","833149-AgnA","018-33149","2001","Nestling","18-Dec-01","13-Feb-02","Unknown",NA,1,1,"832949-ORA",NA,"832060-BrbW",3,NA,NA,"F",0,0,0
"4328","833150-BngW","018-33150","2001","Nestling","18-Dec-01","7-May-02","Unknown",NA,1,1,"832949-ORA",NA,"832060-BrbW",3,NA,NA,"F",0,0,0
"4329","833151-YgnG","018-33151","2001","Nestling","18-Dec-01","1-Feb-02","Dispersedoutside",NA,1,1,"832949-ORA",NA,"832060-BrbW",3,NA,NA,"F",0,0,0
"4330","833152-WgnY","018-33152","2001","Nestling","18-Dec-01","9-Aug-08","Died",6,1,1,"832960-NYO",1,"832208-MAO",3,"832156-OrbA",3,"M",27,16,10
"4331","833153-BgnM","018-33153","2001","Nestling","18-Dec-01","10-Jul-04","Died",6,1,1,"832960-NYO",1,"832208-MAO",3,"832156-OrbA",3,"F",8,8,7
"4332","833154-RgnW","018-33154","2001","Nestling","18-Dec-01","6-Apr-02","Died",NA,1,1,"832960-NYO",1,"832208-MAO",3,"832156-OrbA",3,"M",0,0,0
"4333","833155-AgnG","018-33155","2001","Nestling","18-Dec-01","7-Feb-02","Unknown",NA,1,1,"832960-NYO",1,"832208-MAO",3,"832156-OrbA",3,"F",0,0,0
"4334","833156-BgnR","018-33156","2001","Nestling","19-Dec-01","27-Dec-01","Died",NA,1,0,"832598-mnMM",1,"832515-ogYG",2,"832515-ogYG",2,"M",0,0,0
"4335","833157-MgnG","018-33157","2001","Nestling","19-Dec-01","17-Feb-02","Unknown",NA,1,1,"832598-mnMM",1,"832515-ogYG",2,"832515-ogYG",2,"F",0,0,0
"4336","833158-AgnY","018-33158","2001","Nestling","19-Dec-01","27-Dec-01","Died",NA,1,0,"832598-mnMM",1,"832515-ogYG",2,"832515-ogYG",2,"F",0,0,0
"4337","833159-NnoG2","018-33159","2001","Nestling","19-Dec-01","6-Jan-02","Died",NA,1,0,"832190-YMN",3,"776578-raYY",5,"776578-raYY",5,"M",0,0,0
"4338","833160-OnoR","018-33160","2001","Nestling","19-Dec-01","16-Mar-02","Unknown",NA,1,1,"832190-YMN",3,"776578-raYY",5,"725585-ROA",8,"F",0,0,0
"4339","833161-AnoA","018-33161","2001","Nestling","19-Dec-01","6-Jan-02","Died",NA,1,0,"832190-YMN",3,"776578-raYY",5,"725585-ROA",8,"M",0,0,0
"4340","833162-AnoY2","018-33162","2001","Nestling","21-Dec-01","25-Dec-01","Died",NA,0,0,"832696-goYO",1,"832537-ogAM",2,"832471-boAB",2,"M",0,0,0
"4341","833163-BnoN2","018-33163","2001","Nestling","21-Dec-01","25-Dec-01","Died",NA,0,0,"832696-goYO",1,"832537-ogAM",2,"832537-ogAM",2,"M",0,0,0
"4342","833164-YnoW","018-33164","2001","Nestling","21-Dec-01","25-Dec-01","Died",NA,0,0,"832696-goYO",1,"832537-ogAM",2,"832471-boAB",2,"M",0,0,0
"4343","833165-MbwO","018-33165","2001","Nestling","21-Dec-01","23-Dec-01","Died",NA,0,0,"832962-NRB",1,"832851-goGY",1,"832780-goWA",1,"M",0,0,0
"4344","833166-ObwB","018-33166","2001","Nestling","21-Dec-01","23-Dec-01","Died",NA,0,0,"832962-NRB",1,"832851-goGY",1,"832851-goGY",1,"M",0,0,0
"4345","833167-ObgW","018-33167","2001","Nestling","21-Dec-01","1-Nov-02","Unknown",NA,1,1,"832448-ogMY",2,"776294-rnMB",6,"776294-rnMB",6,"F",0,0,0
"4346","833168-YbgN","018-33168","2001","Nestling","21-Dec-01","8-Sep-12","Died",6,1,1,"832448-ogMY",2,"776294-rnMB",6,"776294-rnMB",6,"M",25,17,15
"4347","833169-BbgY","018-33169","2001","Nestling","21-Dec-01","12-Oct-07","Died",6,1,1,"832448-ogMY",2,"776294-rnMB",6,"832863-obWM",1,"F",12,11,4
"4348","833170-NwmR","018-33170","2001","Nestling","21-Dec-01","8-Jun-03","Died",6,1,1,"832593-gnWN",1,"832101-BboM",3,"776294-rnMB",6,"M",0,0,0
"4349","833171-OwmO","018-33171","2001","Nestling","21-Dec-01","25-Apr-02","Unknown",NA,1,1,"832593-gnWN",1,"832101-BboM",3,"832101-BboM",3,"F",0,0,0
"4350","833172-AwmA","018-33172","2001","Nestling","21-Dec-01","25-Apr-02","Died",NA,1,1,"832593-gnWN",1,"832101-BboM",3,"832101-BboM",3,"M",0,0,0
"4351","833173-AnoG","018-33173","2001","Nestling","21-Dec-01","24-Dec-01","Died",NA,0,0,"832959-RBA",1,"832979-MNW",1,"832979-MNW",1,"M",0,0,0
"4352","833174-MnoN2","018-33174","2001","Nestling","21-Dec-01","24-Dec-01","Died",NA,0,0,"832959-RBA",1,"832979-MNW",1,"832979-MNW",1,"F",0,0,0
"4353","833175-BnoM","018-33175","2001","Nestling","21-Dec-01","24-Dec-01","Died",NA,0,0,"832959-RBA",1,"832979-MNW",1,"832979-MNW",1,"F",0,0,0
"4354","833176-YbwO","018-33176","2001","Nestling","21-Dec-01","26-Dec-01","Died",NA,1,0,"832546-YRA",2,"804047-BwrB",4,"M00042-du042",NA,"F",0,0,0
"4355","833177-NbwA","018-33177","2001","Nestling","21-Dec-01","26-Dec-01","Died",NA,1,0,"832546-YRA",2,"804047-BwrB",4,"776317-byYW",6,"F",0,0,0
"4356","833178-GbwB","018-33178","2001","Nestling","21-Dec-01","26-Dec-01","Died",NA,1,0,"832546-YRA",2,"804047-BwrB",4,"776317-byYW",6,"M",0,0,0
"4357","833179-OgnA","018-33179","2001","Nestling","23-Dec-01","27-Dec-01","Died",NA,1,0,"832974-MAB",1,"832398-mwON",2,"832398-mwON",2,"M",0,0,0
"4358","833180-GgnG","018-33180","2001","Nestling","23-Dec-01","27-Dec-01","Died",NA,1,0,"832974-MAB",1,"832398-mwON",2,"832398-mwON",2,"M",0,0,0
"4359","833181-MgnA","018-33181","2001","Nestling","23-Dec-01","8-Aug-02","Died",NA,1,1,"832100-AboR",3,"804168-YbyA",4,"804289-BrwA",3,"M",0,0,0
"4360","833182-BogR","018-33182","2001","Nestling","23-Dec-01","25-Dec-01","Died",NA,0,0,"804131-OobW",4,"803995-GbyO",4,"803995-GbyO",4,"M",0,0,0
"4361","833183-WogN","018-33183","2001","Nestling","23-Dec-01","25-Dec-01","Died",NA,0,0,"804131-OobW",4,"803995-GbyO",4,"804295-MwnR",3,"M",0,0,0
"4362","833184-YogM","018-33184","2001","Nestling","23-Dec-01","25-Dec-01","Died",NA,0,0,"804131-OobW",4,"803995-GbyO",4,"804295-MwnR",3,"F",0,0,0
"4363","833185-GwmW","018-33185","2001","Nestling","23-Dec-01","25-Dec-01","Died",NA,0,0,"832195-YNG",3,"832003-BybM",3,"776317-byYW",6,"F",0,0,0
"4364","833186-MnoY","018-33186","2001","Nestling","23-Dec-01","5-Jan-02","Died",NA,1,0,"832553-BWA",2,"776583-rarara",5,"804227-YMB",NA,"F",0,0,0
"4365","833187-GnoW2","018-33187","2001","Nestling","23-Dec-01","2-Feb-03","Died",6,1,1,"832553-BWA",2,"776583-rarara",5,"776583-rarara",5,"M",0,0,0
"4366","833188-YnoA","018-33188","2001","Nestling","23-Dec-01","26-Sep-02","Unknown",NA,1,1,"832553-BWA",2,"776583-rarara",5,"804227-YMB",NA,"F",0,0,0
"4367","833189-MgnR","018-33189","2001","Nestling","23-Dec-01","26-Dec-01","Died",NA,0,0,"832551-ABY",2,"832354-wnBN",2,"832354-wnBN",2,"F",0,0,0
"4368","833190-WgnW","018-33190","2001","Nestling","23-Dec-01","26-Dec-01","Died",NA,0,0,"832551-ABY",2,"832354-wnBN",2,NA,NA,"F",0,0,0
"4369","833191-OgnO","018-33191","2001","Nestling","23-Dec-01","26-Dec-01","Died",NA,0,0,"832551-ABY",2,"832354-wnBN",2,"832354-wnBN",2,"F",0,0,0
"4370","833192-AbgN","018-33192","2001","Nestling","27-Dec-01","3-Jan-02","Died",NA,1,0,"832485-BBA",2,"776742-naRW",5,"776227-arGO",6,"F",0,0,0
"4371","833193-GbgO","018-33193","2001","Nestling","27-Dec-01","25-May-02","Unknown",NA,1,1,"832485-BBA",2,"776742-naRW",5,"804051-RnwG",4,"F",0,0,0
"4372","833194-MbgB","018-33194","2001","Nestling","27-Dec-01","3-Jan-02","Died",NA,1,0,"832485-BBA",2,"776742-naRW",5,"776227-arGO",6,"F",0,0,0
"4373","833195-WgnO","018-33195","2001","Nestling","27-Dec-01","28-Jun-02","Unknown",NA,1,1,"832562-AOA",2,"832494-AYG",3,"832494-AYG",3,"F",0,0,0
"4374","833196-NgnR","018-33196","2001","Nestling","27-Dec-01","15-Jul-02","Unknown",NA,1,1,"832562-AOA",2,"832494-AYG",3,"832779-goGO",1,"F",0,0,0
"4375","833197-AgnM","018-33197","2001","Nestling","27-Dec-01","20-Aug-02","Unknown",NA,1,1,"832562-AOA",2,"832494-AYG",3,"832779-goGO",1,"M",0,0,0
"4376","833198-RbgO","018-33198","2001","Nestling","28-Dec-01","6-Jun-02","Died",NA,1,1,"832368-wnAM",2,"804015-YbyG",4,"832549-MNO",2,"M",0,0,0
"4377","833199-NbgY","018-33199","2001","Nestling","28-Dec-01","21-Jun-02","Unknown",NA,1,1,"832368-wnAM",2,"804015-YbyG",4,"832929-obRR",1,"F",0,0,0
"4378","833200-BbgA","018-33200","2001","Nestling","28-Dec-01","6-Jul-02","Unknown",NA,1,1,"832368-wnAM",2,"804015-YbyG",4,"832549-MNO",2,"F",0,0,0
"4379","833201-MogR","018-33201","2001","Nestling","1-Nov-01","23-Nov-05","Died",6,1,1,"832242-NAA",3,"832703-wmBM",1,"832703-wmBM",1,"F",12,7,6
"4380","833202-GogW","018-33202","2001","Nestling","1-Nov-01","8-Jan-02","Unknown",NA,1,1,"832242-NAA",3,"832703-wmBM",1,"832703-wmBM",1,"F",0,0,0
"4381","833203-OogN","018-33203","2001","Nestling","1-Nov-01","8-Jan-02","Unknown",NA,1,1,"832242-NAA",3,"832703-wmBM",1,"804299-NrwB",3,"F",0,0,0
"4382","833204-MogN","018-33204","2001","Nestling","2-Nov-01","12-Nov-01","Died",NA,1,0,"832195-YNG",3,"832003-BybM",3,"776317-byYW",6,"M",0,0,0
"4383","833205-YogR","018-33205","2001","Nestling","2-Nov-01","25-Nov-01","Died",NA,1,0,"832195-YNG",3,"832003-BybM",3,"776317-byYW",6,"F",0,0,0
"4384","833206-AogA","018-33206","2001","Nestling","2-Nov-01","12-Nov-01","Died",NA,1,0,"832195-YNG",3,"832003-BybM",3,"776317-byYW",6,"M",0,0,0
"4385","833207-RbgY","018-33207","2001","Nestling","4-Nov-01","5-Nov-01","Died",NA,0,0,"776360-rnOA",6,"832471-boAB",2,"832549-MNO",2,"M",0,0,0
"4386","833208-GbgN","018-33208","2001","Nestling","4-Nov-01","5-Nov-01","Died",NA,0,0,"776360-rnOA",6,"832471-boAB",2,"832549-MNO",2,"M",0,0,0
"4387","833209-MbgN","018-33209","2001","Nestling","6-Nov-01","8-Nov-01","Died",NA,0,0,"832100-AboR",3,"804168-YbyA",4,"804015-YbyG",4,"M",0,0,0
"4388","833210-ObgY","018-33210","2001","Nestling","6-Nov-01","8-Nov-01","Died",NA,0,0,"832100-AboR",3,"804168-YbyA",4,"804015-YbyG",4,"F",0,0,0
"4389","833211-WbgB","018-33211","2001","Nestling","6-Nov-01","8-Nov-01","Died",NA,0,0,"832100-AboR",3,"804168-YbyA",4,"804168-YbyA",4,"M",0,0,0
"4390","833212-RwmR","018-33212","2001","Nestling","7-Nov-01","9-Jul-02","Died",NA,1,1,"832105-WboG",3,"804299-NrwB",3,"804299-NrwB",3,"M",0,0,0
"4391","833213-YwmY","018-33213","2001","Nestling","7-Nov-01","9-Jan-02","Dispersedoutside",NA,1,1,"832105-WboG",3,"804299-NrwB",3,"776203-yrWB",6,"F",0,0,0
"4392","833214-BwmB","018-33214","2001","Nestling","7-Nov-01","14-Nov-01","Died",NA,1,0,"832105-WboG",3,"804299-NrwB",3,"776203-yrWB",6,"M",0,0,0
"4393","833215-BnoY2","018-33215","2001","Nestling","8-Nov-01","9-Nov-01","Died",1,0,0,"832224-MAM",NA,"833053-WOB",1,"M00070-du070",NA,"M",0,0,0
"4394","833216-GnoR","018-33216","2001","Nestling","8-Nov-01","9-Nov-01","Died",1,0,0,"832224-MAM",NA,"833053-WOB",1,"M00035-du035",NA,"F",0,0,0
"4395","833217-NnoA","018-33217","2001","Nestling","8-Nov-01","9-Nov-01","Died",1,0,0,"832224-MAM",NA,"833053-WOB",1,"M00035-du035",NA,"F",0,0,0
"4396","833218-NbwY","018-33218","2001","Nestling","9-Nov-01","28-Jan-02","Unknown",NA,1,1,"832560-NAW",2,"832647-wmWM",1,"832647-wmWM",1,"F",0,0,0
"4397","833219-RbwG","018-33219","2001","Nestling","9-Nov-01","19-May-03","Died",6,1,1,"832560-NAW",2,"832647-wmWM",1,"832152-OrwB",3,"M",0,0,0
"4398","833220-RnoM","018-33220","2001","Nestling","9-Nov-01","18-Dec-04","Died",6,1,1,"832546-YRA",2,"804047-BwrB",4,"804047-BwrB",4,"M",5,5,4
"4399","833221-NnoM2","018-33221","2001","Nestling","9-Nov-01","19-Nov-01","Died",NA,1,0,"832546-YRA",2,"804047-BwrB",4,"M00042-du042",NA,"F",0,0,0
"4400","833222-AbwA","018-33222","2001","Nestling","10-Nov-01","13-Nov-01","Died",NA,0,0,"832940-goGG",1,"832941-goBO",1,"832941-goBO",1,"M",0,0,0
"4401","833223-MbwM","018-33223","2001","Nestling","10-Nov-01","13-Nov-01","Died",NA,0,0,"832940-goGG",1,"832941-goBO",1,"832941-goBO",1,"F",0,0,0
"4402","833224-WbwB","018-33224","2001","Nestling","10-Nov-01","13-Nov-01","Died",NA,0,0,"832940-goGG",1,"832941-goBO",1,"804168-YbyA",4,"M",0,0,0
"4403","833225-BbwY","018-33225","2001","Nestling","10-Nov-01","12-Nov-01","Died",NA,0,0,"832448-ogMY",2,"776294-rnMB",6,"804013-AbyB",4,"F",0,0,0
"4404","833226-MbwR","018-33226","2001","Nestling","10-Nov-01","12-Nov-01","Died",NA,0,0,"832448-ogMY",2,"776294-rnMB",6,"804013-AbyB",4,"M",0,0,0
"4405","833227-YbwN","018-33227","2001","Nestling","10-Nov-01","12-Nov-01","Died",NA,0,0,"832448-ogMY",2,"776294-rnMB",6,"804013-AbyB",4,"F",0,0,0
"4406","833228-GgnB","018-33228","2001","Nestling","13-Nov-01","4-Mar-07","Died",6,1,1,"832595-WYA",2,"776700-raYO",5,"776700-raYO",5,"M",22,17,13
"4407","833229-NgnM","018-33229","2001","Nestling","13-Nov-01","29-Jun-02","Died",NA,1,1,"832595-WYA",2,"776700-raYO",5,"776700-raYO",5,"M",0,0,0
"4408","833230-YngY","018-33230","2001","Nestling","13-Nov-01","5-Jul-06","Died",6,1,1,"832595-WYA",2,"776700-raYO",5,"725518-RnaO",8,"M",22,21,15
"4409","833231-BnoB","018-33231","2001","Nestling","14-Nov-01","28-Nov-01","Died",NA,1,0,"832956-OYA",1,"804051-RnwG",4,"725518-RnaO",8,"M",0,0,0
"4410","833232-NnoM","018-33232","2001","Nestling","14-Nov-01","12-Jan-02","Dispersedoutside",NA,1,1,"832956-OYA",1,"804051-RnwG",4,"725518-RnaO",8,"F",0,0,0
"4411","833233-GgnO","018-33233","2001","Nestling","14-Nov-01","18-Nov-01","Died",NA,0,0,"832485-BBA",2,"776742-naRW",5,"776227-arGO",6,"M",0,0,0
"4412","833234-MgnM","018-33234","2001","Nestling","14-Nov-01","18-Nov-01","Died",NA,0,0,"832485-BBA",2,"776742-naRW",5,"803942-MbrM",4,"M",0,0,0
"4413","833235-YgnW","018-33235","2001","Nestling","14-Nov-01","18-Nov-01","Died",NA,0,0,"832485-BBA",2,"776742-naRW",5,"803942-MbrM",4,"M",0,0,0
"4414","833236-NwmB","018-33236","2001","Nestling","14-Nov-01","26-Dec-01","Unknown",1,1,1,"832977-ANM2",1,"832901-wmYW",1,"804047-BwrB",4,"M",0,0,0
"4415","833237-RwmG","018-33237","2001","Nestling","14-Nov-01","10-Dec-01","Died",1,1,0,"832977-ANM2",1,"832901-wmYW",1,"832901-wmYW",1,"M",0,0,0
"4416","833238-YwmO","018-33238","2001","Nestling","14-Nov-01","22-Nov-01","Died",1,1,0,"832977-ANM2",1,"832901-wmYW",1,"832901-wmYW",1,"F",0,0,0
"4417","833239-AbgB","018-33239","2001","Nestling","19-Nov-01","25-Nov-01","Died",NA,1,0,"832552-YGA",2,"832307-boGO",2,"776583-rarara",5,"M",0,0,0
"4418","833240-NbgM2","018-33240","2001","Nestling","19-Nov-01","13-Jan-02","Dispersedoutside",NA,1,1,"832552-YGA",2,"832307-boGO",2,"832692-wmBB",1,"M",0,0,0
"4419","833241-WbgR","018-33241","2001","Nestling","19-Nov-01","25-Nov-01","Died",NA,1,0,"832552-YGA",2,"832307-boGO",2,"776583-rarara",5,"F",0,0,0
"4420","833242-YogY","018-33242","2001","Nestling","19-Nov-01","14-Jan-02","Dispersedoutside",NA,1,1,"832559-WON",2,"725518-RnaO",8,"M00071-du071",NA,"F",0,0,0
"4421","833243-NogR","018-33243","2001","Nestling","19-Nov-01","21-Jan-03","Dispersedoutside",NA,1,1,"832559-WON",2,"725518-RnaO",8,"M00071-du071",NA,"F",2,0,0
"4422","833244-GogM","018-33244","2001","Nestling","19-Nov-01","4-Jan-02","Dispersedoutside",NA,1,1,"832559-WON",2,"725518-RnaO",8,"M00071-du071",NA,"M",0,0,0
"4423","833245-BwmA","018-33245","2001","Nestling","19-Nov-01","28-Nov-01","Died",NA,1,0,"832562-AOA",2,"832494-AYG",3,"832494-AYG",3,"M",0,0,0
"4424","833246-OwmN","018-33246","2001","Nestling","19-Nov-01","28-Nov-01","Died",NA,1,0,"832562-AOA",2,"832494-AYG",3,"832494-AYG",3,"M",0,0,0
"4425","833247-RwmW","018-33247","2001","Nestling","19-Nov-01","28-Nov-01","Died",NA,1,0,"832562-AOA",2,"832494-AYG",3,"832494-AYG",3,"M",0,0,0
"4426","833248-MnoB","018-33248","2001","Nestling","19-Nov-01","26-Nov-01","Died",NA,1,0,"832226-BMG",3,"832363-boAG",2,"803942-MbrM",4,"F",0,0,0
"4427","833249-NnoR2","018-33249","2001","Nestling","19-Nov-01","26-Nov-01","Died",NA,1,0,"832226-BMG",3,"832363-boAG",2,"776700-raYO",5,"F",0,0,0
"4428","833250-OnoW","018-33250","2001","Nestling","19-Nov-01","26-Nov-01","Died",NA,1,0,"832226-BMG",3,"832363-boAG",2,"776700-raYO",5,"M",0,0,0
"4429","833251-NbgN","018-33251","2001","Nestling","21-Nov-01","29-Nov-01","Died",NA,1,0,"832487-NWA",2,"832886-goOG",1,"804289-BrwA",3,"F",0,0,0
"4430","833252-YbgM","018-33252","2001","Nestling","21-Nov-01","1-Apr-02","Unknown",NA,1,1,"832487-NWA",2,"832886-goOG",1,"804289-BrwA",3,"F",0,0,0
"4431","833253-BbgW","018-33253","2001","Nestling","21-Nov-01","1-Sep-02","Died",NA,1,1,"832487-NWA",2,"832886-goOG",1,"725408-WraB",8,"M",0,0,0
"4432","833254-RogN","018-33254","2001","Nestling","21-Nov-01","22-Nov-01","Died",NA,0,0,"832190-YMN",3,"776578-raYY",5,"776578-raYY",5,"F",0,0,0
"4433","833255-BogA","018-33255","2001","Nestling","21-Nov-01","22-Nov-01","Died",NA,0,0,"832190-YMN",3,"776578-raYY",5,"832461-ogMM",2,"F",0,0,0
"4434","833256-OogY","018-33256","2001","Nestling","21-Nov-01","22-Nov-01","Died",NA,0,0,"832190-YMN",3,"776578-raYY",5,"832461-ogMM",2,"F",0,0,0
"4435","833257-AnoR","018-33257","2001","Nestling","21-Nov-01","10-Jul-02","Unknown",NA,1,1,"832193-YNB",3,"776225-arAG",6,"804051-RnwG",4,"F",0,0,0
"4436","833258-OnoN","018-33258","2001","Nestling","21-Nov-01","15-Jun-02","Died",NA,1,1,"832193-YNB",3,"776225-arAG",6,"804156-MnwA",4,"M",0,0,0
"4437","833259-WnoW","018-33259","2001","Nestling","21-Nov-01","6-Aug-02","Unknown",NA,1,1,"832193-YNB",3,"776225-arAG",6,"776225-arAG",6,"M",0,0,0
"4438","833260-AogM","018-33260","2001","Nestling","23-Nov-01","6-Jul-02","Died",NA,1,1,"832965-NBN",1,"832676-wmWB",1,"832676-wmWB",1,"M",0,0,0
"4439","833261-YogO","018-33261","2001","Nestling","23-Nov-01","19-Mar-02","Unknown",NA,1,1,"832965-NBN",1,"832676-wmWB",1,"832863-obWM",1,"F",0,0,0
"4440","833262-GogN","018-33262","2001","Nestling","23-Nov-01","8-Jan-02","Dispersedoutside",NA,1,1,"832965-NBN",1,"832676-wmWB",1,"832676-wmWB",1,"F",0,0,0
"4441","833263-BbwB","018-33263","2001","Nestling","23-Nov-01","21-Jul-03","Died",6,1,1,"832376-RWO",3,"803942-MbrM",4,"803942-MbrM",4,"M",0,0,0
"4442","833264-GbwN","018-33264","2001","Nestling","23-Nov-01","21-Dec-01","Died",NA,1,0,"832376-RWO",3,"803942-MbrM",4,"804013-AbyB",4,"M",0,0,0
"4443","833265-AbwR","018-33265","2001","Nestling","23-Nov-01","17-Jul-02","Died",NA,1,1,"832376-RWO",3,"803942-MbrM",4,"804013-AbyB",4,"M",0,0,0
"4444","833266-AnoN","018-33266","2001","Nestling","26-Nov-01","19-Jan-02","Unknown",NA,1,1,"776446-GMG",6,"832900-obWY",1,"832830-goOW",1,"F",0,0,0
"4445","833267-RnoB","018-33267","2001","Nestling","26-Nov-01","9-Apr-02","Unknown",NA,1,1,"776446-GMG",6,"832900-obWY",1,"725518-RnaO",8,"F",0,0,0
"4446","833268-YnoG","018-33268","2001","Nestling","26-Nov-01","17-Jan-02","Died",NA,1,1,"776446-GMG",6,"832900-obWY",1,"725518-RnaO",8,"M",0,0,0
"4447","833269-BgnA","018-33269","2001","Fledgling","27-Nov-01","28-Nov-01","Died",NA,1,0,"804225-NBM",NA,"832040-ArbY",3,"832466-nmYR",2,"F",0,0,0
"4448","833270-NgnB2","018-33270","2001","Nestling","28-Nov-01","6-Feb-02","Unknown",NA,1,1,"832102-BboA",3,"832580-RNY",2,NA,NA,"F",0,0,0
"4449","833271-OgnG","018-33271","2001","Nestling","28-Nov-01","6-May-02","Unknown",NA,1,1,"832102-BboA",3,"832580-RNY",2,"832580-RNY",2,"F",0,0,0
"4450","833272-WgnM","018-33272","2001","Nestling","28-Nov-01","1-Jun-04","Dispersedoutside",NA,1,1,"832102-BboA",3,"832580-RNY",2,"832580-RNY",2,"F",0,0,0
"4451","833273-GbwR","018-33273","2001","Nestling","28-Nov-01","18-Dec-01","Died",NA,1,0,"804146-RbyO",4,"832247-wnAR",2,"776227-arGO",6,"F",0,0,0
"4452","833274-YbwM","018-33274","2001","Nestling","28-Nov-01","1-Mar-02","Unknown",NA,1,1,"804146-RbyO",4,"832247-wnAR",2,"803942-MbrM",4,"F",0,0,0
"4453","833275-NbwN","018-33275","2001","Nestling","28-Nov-01","24-May-02","Unknown",NA,1,1,"804146-RbyO",4,"832247-wnAR",2,"832830-goOW",1,"M",0,0,0
"4454","833276-YwmB","018-33276","2001","Nestling","28-Nov-01","23-Aug-04","Died",6,1,1,"804218-NGO",4,"832705-obAG",1,"776558-ryBO",5,"F",8,5,5
"4455","833277-MwmO","018-33277","2001","Nestling","28-Nov-01","28-Jan-02","Unknown",NA,1,1,"804218-NGO",4,"832705-obAG",1,"776558-ryBO",5,"F",0,0,0
"4456","833278-RgnA","018-33278","2001","Nestling","28-Nov-01","19-Sep-02","Unknown",NA,1,1,"832967-BWN",1,"832127-NgwR",3,NA,NA,"F",0,0,0
"4457","833279-MgnO","018-33279","2001","Nestling","28-Nov-01","19-Sep-02","Unknown",NA,1,1,"832967-BWN",1,"832127-NgwR",3,"832127-NgwR",3,"F",0,0,0
"4458","833280-RnoR2","018-33280","2001","Nestling","29-Nov-01","3-Dec-01","Died",NA,0,0,"832789-mnRG",1,"804156-MnwA",4,"832152-OrwB",3,"F",0,0,0
"4459","833281-WnoY2","018-33281","2001","Nestling","29-Nov-01","3-Dec-01","Died",NA,0,0,"832789-mnRG",1,"804156-MnwA",4,"832152-OrwB",3,"F",0,0,0
"4460","833282-BnoW","018-33282","2001","Nestling","29-Nov-01","3-Dec-01","Died",NA,0,0,"832789-mnRG",1,"804156-MnwA",4,"832152-OrwB",3,"M",0,0,0
"4461","833283-MnoM","018-33283","2001","Nestling","30-Nov-01","2-Dec-01","Died",NA,0,0,"832368-wnAM",2,"804015-YbyG",4,"776742-naRW",5,"F",0,0,0
"4462","833284-BnoA","018-33284","2001","Nestling","30-Nov-01","2-Dec-01","Died",NA,0,0,"832368-wnAM",2,"804015-YbyG",4,"776742-naRW",5,"M",0,0,0
"4463","833285-BogW","018-33285","2001","Nestling","30-Nov-01","4-Dec-01","Died",NA,0,0,"832973-YWR",1,"832745-gnYY",1,"804051-RnwG",4,"F",0,0,0
"4464","833286-YogN2","018-33286","2001","Nestling","30-Nov-01","4-Dec-01","Died",NA,0,0,"832973-YWR",1,"832745-gnYY",1,"804051-RnwG",4,"M",0,0,0
"4465","833287-NogM","018-33287","2001","Nestling","30-Nov-01","4-Dec-01","Died",NA,0,0,"832973-YWR",1,"832745-gnYY",1,"832745-gnYY",1,"M",0,0,0
"4466","833288-MbgM","018-33288","2001","Nestling","30-Nov-01","2-Dec-01","Died",NA,0,0,"776764-ORM",5,"776483-nwNO",5,"776175-naRA",6,"F",0,0,0
"4467","833289-BbgO2","018-33289","2001","Nestling","30-Nov-01","2-Dec-01","Died",NA,0,0,"776764-ORM",5,"776483-nwNO",5,"776175-naRA",6,"F",0,0,0
"4468","833290-RgnR","018-33290","2001","Nestling","30-Nov-01","7-Dec-01","Died",NA,1,0,"832121-OAY",3,"776457-nrRR",5,"696629-gwBR",9,"M",0,0,0
"4469","833291-YgnB","018-33291","2001","Nestling","30-Nov-01","7-Dec-01","Died",NA,1,0,"832121-OAY",3,"776457-nrRR",5,"776583-rarara",5,"F",0,0,0
"4470","833292-NgnA","018-33292","2001","Nestling","30-Nov-01","7-Dec-01","Died",NA,1,0,"832121-OAY",3,"776457-nrRR",5,"776583-rarara",5,"F",0,0,0
"4471","833293-OwmA","018-33293","2001","Nestling","5-Dec-01","4-Aug-04","Died",6,1,1,"804160-GwrW",4,"832549-MNO",2,"725408-WraB",8,"M",4,3,1
"4472","833294-BwmN","018-33294","2001","Nestling","5-Dec-01","9-Jan-02","Unknown",NA,1,1,"804160-GwrW",4,"832549-MNO",2,"725408-WraB",8,"M",0,0,0
"4473","833295-YwmR","018-33295","2001","Nestling","5-Dec-01","9-Jan-02","Unknown",NA,1,1,"804160-GwrW",4,"832549-MNO",2,"725408-WraB",8,"F",0,0,0
"4474","833296-OnoB","018-33296","2001","Nestling","5-Dec-01","7-Dec-01","Died",NA,0,0,"804217-WNM",4,"776175-naRA",6,"M00076-du076",NA,"M",0,0,0
"4475","833297-GnoN2","018-33297","2001","Nestling","5-Dec-01","7-Dec-01","Died",NA,0,0,"804217-WNM",4,"776175-naRA",6,"832418-wnYM",2,"F",0,0,0
"4476","833298-MnoA","018-33298","2001","Nestling","5-Dec-01","7-Dec-01","Died",NA,0,0,"804217-WNM",4,"776175-naRA",6,"M00076-du076",NA,"F",0,0,0
"4477","833299-GbgA","018-33299","2001","Nestling","5-Dec-01","10-Dec-01","Died",NA,1,0,"776412-ONM",6,"725367-MarG",8,"832111-NwnM",3,"F",0,0,0
