"","ID","band_num","cohort","caught_as","caught","disappeared","fate","outside_area","fledged","independent","mum","Mage","dad_soc","Sage","dad_bio","Bage","sex","LRStot","LRSfledge","LRSinde"
"8986","A59148-lMbwb","01A-59148","2017","Nestling","20-Nov-17","6-Feb-18","Dispersedoutside",NA,1,1,"A58258-RNgn",3,"982855-TRB",6,"A58820-pOwo",1,"F",0,0,0
"8987","A59149-lRAgn","01A-59149","2017","Nestling","20-Nov-17","21-Nov-17","Died",NA,0,0,"A58503-hNbo",2,"A58816-pWob",1,"A58794-uWny",1,"M",0,0,0
"8988","A59150-lNY yn","01A-59150","2017","Nestling","22-Nov-17","23-Nov-17","Died",NA,0,0,"A30338-YOM",5,"982073-GnwR",8,"A58896-pBwn",1,"M",0,0,0
"8989","A59151-lWan","01A-59151","2017","Nestling","22-Nov-17","23-Nov-17","Died",NA,0,0,"A30338-YOM",5,"982073-GnwR",8,"A58896-pBwn",1,"F",0,0,0
"8990","A59152-lBbwb","01A-59152","2017","Nestling","22-Nov-17","23-Nov-17","Died",NA,0,0,"A30338-YOM",5,"982073-GnwR",8,"A58896-pBwn",1,"F",0,0,0
"8991","A59153-lNgn","01A-59153","2017","Nestling","22-Nov-17","7-Dec-17","Died",NA,1,0,"982502-BnoR",7,"A58319-YYbw",3,"982073-GnwR",8,"M",0,0,0
"8992","A59154-lRAbo","01A-59154","2017","Nestling","22-Nov-17","7-Dec-17","Died",NA,1,0,"982502-BnoR",7,"A58319-YYbw",3,"982073-GnwR",8,"M",0,0,0
"8993","A59155-lGwg","01A-59155","2017","Nestling","22-Nov-17","26-Nov-17","Died",NA,1,0,"A58101-ONN",4,"982358-MryA",7,NA,NA,"M",0,0,0
"8994","A59156-lYyby","01A-59156","2017","Nestling","22-Nov-17","26-Nov-17","Died",NA,0,0,"A58101-ONN",4,"982358-MryA",7,"982358-MryA",7,"M",0,0,0
"8995","A59157-lNYnw","01A-59157","2017","Nestling","22-Nov-17","26-Nov-17","Died",NA,0,0,"A58101-ONN",4,"982358-MryA",7,"982358-MryA",7,"M",0,0,0
"8996","A59158-lBow","01A-59158","2017","Nestling","22-Nov-17","26-Nov-17","Died",NA,1,0,"A58101-ONN",4,"982358-MryA",7,"982358-MryA",7,"F",0,0,0
"8997","A59159-lOno","01A-59159","2017","Nestling","22-Nov-17","27-Nov-17","Died",NA,1,0,"A59046-zGng",1,"A58858-pMwo",1,"A58858-pMwo",1,"F",0,0,0
"8998","A59160-lWry","01A-59160","2017","Nestling","22-Nov-17","27-Nov-17","Died",NA,1,0,"A59046-zGng",1,"A58858-pMwo",1,"A58858-pMwo",1,"F",0,0,0
"8999","A59161-lNan","01A-59161","2017","Nestling","22-Nov-17","27-Nov-17","Died",NA,1,0,"A59046-zGng",1,"A58858-pMwo",1,"A58858-pMwo",1,"M",0,0,0
"9000","A59162-lMba","01A-59162","2017","Nestling","22-Nov-17","30-Nov-17","Died",NA,1,0,"A58495-sBrg",NA,"A58259-RNwr",3,"A58259-RNwr",3,"M",0,0,0
"9001","A59163-lOrb","01A-59163","2017","Nestling","22-Nov-17","30-Nov-17","Died",NA,1,0,"A58495-sBrg",NA,"A58259-RNwr",3,"A58325-NNbw",3,"F",0,0,0
"9002","A59164-lNyb","01A-59164","2017","Nestling","22-Nov-17","30-Nov-17","Died",NA,1,0,"A58495-sBrg",NA,"A58259-RNwr",3,"A58259-RNwr",3,"F",0,0,0
"9003","A59165-lGwr","01A-59165","2017","Nestling","24-Nov-17","4-Dec-17","Died",NA,1,0,"A58579-hBgn",2,"982672-nyMM",6,NA,NA,"F",0,0,0
"9004","A59166-lMaba","01A-59166","2017","Nestling","24-Nov-17","4-Dec-17","Died",NA,1,0,"A58579-hBgn",2,"982672-nyMM",6,"982672-nyMM",6,"F",0,0,0
"9005","A59167-lYyn","01A-59167","2017","Nestling","27-Nov-17","16-Feb-18","Died",NA,1,1,"A30487-OrbO",4,"982002-RwbA",8,"982002-RwbA",8,"M",0,0,0
"9006","A59168-lRAbwb","01A-59168","2017","Nestling","27-Nov-17","30-Jan-18","Dispersedoutside",NA,1,1,"A30487-OrbO",4,"982002-RwbA",8,"982002-RwbA",8,"F",0,0,0
"9007","A59169-lNYgn","01A-59169","2017","Nestling","27-Nov-17","8-Jul-18","Died",NA,1,1,"A58691-jMow",2,"A30134-waBO",5,"A30134-waBO",5,"M",0,0,0
"9008","A59170-lOrg","01A-59170","2017","Nestling","27-Nov-17","6-Mar-18","Died",NA,1,1,"A58691-jMow",2,"A30134-waBO",5,"A30134-waBO",5,"M",0,0,0
"9009","A59171-lWyb","01A-59171","2017","Nestling","27-Nov-17","2-Dec-17","Died",NA,1,0,"A58691-jMow",2,"A30134-waBO",5,"A30134-waBO",5,"M",0,0,0
"9010","A59172-lGnr","01A-59172","2017","Nestling","27-Nov-17","8-Dec-17","Died",NA,1,0,"A58577-hMba",2,"A58260-GOwr",3,"A58695-jRWar",2,"M",0,0,0
"9011","A59173-lNnw","01A-59173","2017","Nestling","27-Nov-17","8-Dec-17","Died",NA,1,0,"A58577-hMba",2,"A58260-GOwr",3,"A58260-GOwr",3,"F",0,0,0
"9012","A59174-lRAyby","01A-59174","2017","Nestling","29-Nov-17","30-Nov-17","Died",NA,0,0,"A59061-zYrw",1,"A58580-hWar",2,"A58580-hWar",2,"F",0,0,0
"9013","A59175-lNYba","01A-59175","2017","Nestling","29-Nov-17","30-Nov-17","Died",NA,0,0,"A59061-zYrw",1,"A58580-hWar",2,"A58580-hWar",2,"M",0,0,0
"9014","A59176-lByn","01A-59176","2017","Nestling","29-Nov-17","30-Nov-17","Died",NA,0,0,"A59061-zYrw",1,"A58580-hWar",2,"A58580-hWar",2,"M",0,0,0
"9015","A59177-lMrb","01A-59177","2017","Nestling","29-Nov-17","30-Nov-17","Died",NA,0,0,"A59061-zYrw",1,"A58580-hWar",2,"A58580-hWar",2,"M",0,0,0
"9016","A59178-lYry","01A-59178","2017","Nestling","29-Nov-17","4-Dec-17","Died",NA,1,0,"A58406-WMN",3,"A30471-OTR",4,"A30471-OTR",4,"M",0,0,0
"9017","A59179-lGgn","01A-59179","2017","Nestling","29-Nov-17","4-Dec-17","Died",NA,1,0,"A58406-WMN",3,"A30471-OTR",4,"982358-MryA",7,"M",0,0,0
"9018","A59180-lBaba","01A-59180","2017","Nestling","29-Nov-17","4-Dec-17","Died",NA,1,0,"A58406-WMN",3,"A30471-OTR",4,"A30471-OTR",4,"F",0,0,0
"9019","A59181-lRAan","01A-59181","2017","Nestling","29-Nov-17","4-Dec-17","Died",NA,1,0,"A58406-WMN",3,"A30471-OTR",4,"982358-MryA",7,"M",0,0,0
"9020","A59182-lYwg","01A-59182","2017","Nestling","29-Nov-17","","Living",NA,1,1,"A58966-fWng",1,"A58548-hBgb",2,"A58548-hBgb",2,"M",1,1,1
"9021","A59183-lNYow","01A-59183","2017","Nestling","1-Dec-17","","Living",NA,1,1,"A58966-fWng",1,"A58548-hBgb",2,"A58548-hBgb",2,"F",3,3,3
"9022","A59184-lGbwb","01A-59184","2017","Nestling","1-Dec-17","13-Jun-18","Died",NA,1,1,"A58966-fWng",1,"A58548-hBgb",2,"A58058-RrbR",4,"M",0,0,0
"9023","A59185-lBnw","01A-59185","2017","Nestling","1-Dec-17","12-May-18","Died",NA,1,1,"A30171-ynWA",5,"A58719-uNgw",1,"A58319-YYbw",3,"F",0,0,0
"9024","A59186-lMan","01A-59186","2017","Nestling","1-Dec-17","22-Jun-18","Died",NA,1,1,"A30171-ynWA",5,"A58719-uNgw",1,"A58319-YYbw",3,"F",0,0,0
"9025","A59187-lNyn","01A-59187","2017","Nestling","1-Dec-17","","Living",NA,1,1,"A30171-ynWA",5,"A58719-uNgw",1,"A58319-YYbw",3,"M",2,2,2
"9026","A59188-lOry","01A-59188","2017","Nestling","4-Dec-17","8-Dec-17","Died",NA,0,0,"982094-RonY",8,"A58872-pYra",1,"982073-GnwR",8,"M",0,0,0
"9027","A59189-lNbo","01A-59189","2017","Nestling","4-Dec-17","8-Dec-17","Died",NA,0,0,"982094-RonY",8,"A58872-pYra",1,"982073-GnwR",8,"M",0,0,0
"9028","A59190-lBgn","01A-59190","2017","Nestling","6-Dec-17","7-Dec-17","Died",NA,0,0,"A58391-RYwr",3,"A58302-NYbw",3,"A58302-NYbw",3,"F",0,0,0
"9029","A59191-lMbo","01A-59191","2017","Nestling","6-Dec-17","6-Dec-17","Unknown",NA,0,0,"A59368-sYn",NA,"A58861-pOyb",1,"A58259-RNwr",3,"M",0,0,0
"9030","A59192-lNnr","01A-59192","2017","Nestling","6-Dec-17","6-Dec-17","Unknown",NA,0,0,"A59368-sYn",NA,"A58861-pOyb",1,"A58259-RNwr",3,"F",0,0,0
"9031","A59193-lOaba","01A-59193","2017","Nestling","6-Dec-17","6-Dec-17","Unknown",NA,0,0,"A59368-sYn",NA,"A58861-pOyb",1,"A58259-RNwr",3,"F",0,0,0
"9032","A59194-lGan","01A-59194","2017","Nestling","11-Dec-17","13-Dec-17","Died",NA,0,0,"A58692-jARar",2,"A58919-fOwo",1,"A58544-hYar",2,"M",0,0,0
"9033","A59195-lYaba","01A-59195","2017","Nestling","11-Dec-17","13-Dec-17","Died",NA,0,0,"A58692-jARar",2,"A58919-fOwo",1,"A58544-hYar",2,"M",0,0,0
"9034","A59196-lNYyby","01A-59196","2017","Nestling","11-Dec-17","13-Dec-17","Died",NA,0,0,"A59026-zByb",1,"A59062-zWbr",1,"A58260-GOwr",3,"M",0,0,0
"9035","A59197-lOow","01A-59197","2017","Nestling","11-Dec-17","13-Dec-17","Died",NA,0,0,"A59026-zByb",1,"A59062-zWbr",1,"A58260-GOwr",3,"M",0,0,0
"9036","A59198-lWgn","01A-59198","2017","Nestling","11-Dec-17","13-Dec-17","Died",NA,0,0,"A59026-zByb",1,"A59062-zWbr",1,"A58260-GOwr",3,"M",0,0,0
"9037","A59199-lMry","01A-59199","2017","Nestling","11-Dec-17","21-Jun-18","Died",NA,1,1,"A58110-BBW",4,"A58794-uWny",1,"A58813-pMbg",1,"M",0,0,0
"9038","A59200-lNYwg","01A-59200","2017","Nestling","11-Dec-17","","Living",NA,1,1,"A58110-BBW",4,"A58794-uWny",1,"A58803-pOrn",1,"M",0,0,0
"9039","A59201-cNbwb","01A-59201","2017","Nestling","11-Dec-17","","Living",NA,1,1,"A58110-BBW",4,"A58794-uWny",1,"A59058-zMyr",NA,"M",0,0,0
"9040","A59202-cYyby","01A-59202","2017","Nestling","11-Dec-17","4-Jan-18","Died",NA,1,0,"A30173-ngNA",5,"A58169-MYG",4,"A58169-MYG",4,"M",0,0,0
"9041","A59203-cOnw","01A-59203","2017","Nestling","11-Dec-17","24-Jun-18","Unknown",NA,1,1,"A30173-ngNA",5,"A58169-MYG",4,"A58169-MYG",4,"F",0,0,0
"9042","A59204-cGyn","01A-59204","2017","Nestling","11-Dec-17","","Living",NA,1,1,"A30173-ngNA",5,"A58169-MYG",4,"A58169-MYG",4,"M",2,2,2
"9043","A59205-cRAar","01A-59205","2017","Nestling","13-Dec-17","18-Dec-17","Died",NA,0,0,"A58845-pGbg",1,"A30293-waNA",5,"A30293-waNA",5,"F",0,0,0
"9044","A59206-cBar","01A-59206","2017","Nestling","15-Dec-17","16-Dec-17","Died",NA,0,0,"A58411-WBW",3,"A58655-jOrb",3,"A58655-jOrb",3,"M",0,0,0
"9045","A59207-cGrg","01A-59207","2017","Nestling","15-Dec-17","16-Dec-17","Died",NA,0,0,"A58411-WBW",3,"A58655-jOrb",3,"A58655-jOrb",3,"M",0,0,0
"9046","A59208-cNwr","01A-59208","2017","Nestling","15-Dec-17","16-Dec-17","Died",NA,0,0,"A58411-WBW",3,"A58655-jOrb",3,"A58655-jOrb",3,"M",0,0,0
"9047","A59209-cOba","01A-59209","2017","Nestling","15-Dec-17","16-Dec-17","Died",NA,0,0,"A58411-WBW",3,"A58655-jOrb",3,"A59038-zBWng",1,"F",0,0,0
"9048","A59210-cMbwb","01A-59210","2017","Nestling","15-Dec-17","5-Dec-18","Died",NA,1,1,"A59024-zGyb",1,"A58374-ARgn",3,"A58374-ARgn",3,"M",0,0,0
"9049","A59211-cYrb","01A-59211","2017","Nestling","15-Dec-17","24-Dec-17","Died",NA,1,0,"A59024-zGyb",1,"A58374-ARgn",3,"A58459-sARan",2,"M",0,0,0
"9050","A59212-cNYnr","01A-59212","2017","Nestling","15-Dec-17","17-Dec-17","Died",NA,0,0,"A58838-pBWny",1,"A59055-zYyr",1,"A59055-zYyr",1,"F",0,0,0
"9051","A59213-cWyb","01A-59213","2017","Nestling","15-Dec-17","17-Dec-17","Died",NA,0,0,"A58838-pBWny",1,"A59055-zYyr",1,NA,NA,"M",0,0,0
"9052","A59214-cWba","01A-59214","2017","Nestling","15-Dec-17","18-Dec-17","Died",NA,0,0,"A58576-hRNwr",NA,"A58541-hMgb",2,"982358-MryA",7,"M",0,0,0
"9053","A59215-cRAwg","01A-59215","2017","Nestling","15-Dec-17","18-Dec-17","Died",NA,0,0,"A58576-hRNwr",NA,"A58541-hMgb",2,"982358-MryA",7,"M",0,0,0
"9054","A59216-cNYar","01A-59216","2017","Nestling","15-Dec-17","18-Dec-17","Died",NA,0,0,"A58576-hRNwr",NA,"A58541-hMgb",2,"982358-MryA",7,"M",0,0,0
"9055","A59217-cBrg","01A-59217","2017","Nestling","18-Dec-17","30-Jun-18","Died",NA,1,1,"A58417-GBB",3,"A58058-RrbR",4,"A58058-RrbR",4,"F",0,0,0
"9056","A59218-cMyn","01A-59218","2017","Nestling","18-Dec-17","24-Jan-18","Dispersedoutside",NA,1,1,"A58417-GBB",3,"A58058-RrbR",4,"A58058-RrbR",4,"F",0,0,0
"9057","A59219-cNyby","01A-59219","2017","Nestling","18-Dec-17","5-May-18","Died",NA,1,1,"A58417-GBB",3,"A58058-RrbR",4,"A58058-RrbR",4,"F",0,0,0
"9058","A59220-cYwr","01A-59220","2017","Nestling","18-Dec-17","18-Jan-18","Dispersedoutside",NA,1,0,"A58900-pGNny",1,"A58815-pOny",1,"A58902-fOyr",1,"F",0,0,0
"9059","A59221-cRAry","01A-59221","2017","Nestling","18-Dec-17","22-Jun-18","Died",NA,1,1,"A58900-pGNny",1,"A58815-pOny",1,"A58902-fOyr",1,"M",0,0,0
"9060","A59222-cMrg","01A-59222","2017","Nestling","18-Dec-17","6-Feb-18","Dispersedoutside",NA,1,1,"A58900-pGNny",1,"A58815-pOny",1,"A58815-pOny",1,"F",0,0,0
"9061","A59223-cRAaba","01A-59223","2017","Nestling","20-Dec-17","22-Dec-17","Died",NA,0,0,"982066-YwgB",8,"982072-GnwG",8,"A58079-GgrN",4,"F",0,0,0
"9062","A59224-cOgn","01A-59224","2017","Nestling","20-Dec-17","22-Dec-17","Died",NA,0,0,"982066-YwgB",8,"982072-GnwG",8,"A58079-GgrN",4,"M",0,0,0
"9063","A59225-cNYwr","01A-59225","2017","Nestling","20-Dec-17","9-Jul-18","Unknown",NA,1,1,"A58899-pBWwvw",1,"A58181-MMno",3,NA,NA,"M",0,0,0
"9064","A59226-cYba","01A-59226","2017","Nestling","20-Dec-17","11-Apr-18","Unknown",NA,1,1,"A58899-pBWwvw",1,"A58181-MMno",3,NA,NA,"M",0,0,0
"9065","A59227-cGan","01A-59227","2017","Nestling","20-Dec-17","25-Dec-17","Died",NA,0,0,"A59051-zBgw",1,"A58806-pYob",1,"A58806-pYob",1,"M",0,0,0
"9066","A59228-cRAyb","01A-59228","2017","Nestling","20-Dec-17","25-Dec-17","Died",NA,0,0,"A59051-zBgw",1,"A58806-pYob",1,"A58806-pYob",1,"F",0,0,0
"9067","A59229-cNYow","01A-59229","2017","Nestling","20-Dec-17","25-Dec-17","Died",NA,0,0,"A59051-zBgw",1,"A58806-pYob",1,"A30493-YynM",4,"M",0,0,0
"9068","A59230-cObwb","01A-59230","2017","Nestling","20-Dec-17","25-Dec-17","Died",NA,0,0,"A59051-zBgw",1,"A58806-pYob",1,NA,NA,"M",0,0,0
"9069","A59231-cByb","01A-59231","2017","Nestling","26-Dec-17","","Living",NA,1,1,"A58081-GTO",4,"A59060-zMrw",1,"A59060-zMrw",1,"M",2,2,2
"9070","A59232-cWar","01A-59232","2017","Nestling","26-Dec-17","","Living",NA,1,1,"A58081-GTO",4,"A59060-zMrw",1,"A59060-zMrw",1,"F",3,3,1
"9071","A59233-cMnr","01A-59233","2017","Nestling","26-Dec-17","","Living",NA,1,1,"A58081-GTO",4,"A59060-zMrw",1,"A59060-zMrw",1,"F",0,0,0
"9072","A59234-cBnw","01A-59234","2017","Nestling","26-Dec-17","29-Dec-17","Died",NA,0,0,"A59020-zNny",1,"A58907-fBWgw",1,"A58907-fBWgw",1,"F",0,0,0
"9073","A59235-cGrb","01A-59235","2017","Nestling","26-Dec-17","29-Dec-17","Died",NA,0,0,"A59020-zNny",1,"A58907-fBWgw",1,"982780-boMR",6,"M",0,0,0
"9074","A59236-cWow","01A-59236","2017","Nestling","26-Dec-17","29-Dec-17","Died",NA,0,0,"A59020-zNny",1,"A58907-fBWgw",1,"982780-boMR",6,"M",0,0,0
"9075","A59237-cNwg","01A-59237","2017","Nestling","26-Dec-17","20-May-18","Died",NA,1,1,"A58424-BOM",3,"A58796-uNRwo",1,"A58805-pWwn",1,"F",0,0,0
"9076","A59238-cYbo","01A-59238","2017","Nestling","26-Dec-17","","Living",NA,1,1,"A58424-BOM",3,"A58796-uNRwo",1,"A58805-pWwn",1,"M",0,0,0
"9077","A59239-cOan","01A-59239","2017","Nestling","26-Dec-17","","Living",NA,1,1,"A58424-BOM",3,"A58796-uNRwo",1,"A58813-pMbg",1,"F",0,0,0
"9078","A59240-cNYyby","01A-59240","2017","Nestling","26-Dec-17","2-Jan-18","Died",NA,1,0,"A59063-zWyb",1,"A58909-fMrn",1,"A58813-pMbg",1,"M",0,0,0
"9079","A59241-cWrg","01A-59241","2017","Nestling","26-Dec-17","22-Jul-18","Unknown",NA,1,1,"A59063-zWyb",1,"A58909-fMrn",1,"A58909-fMrn",1,"F",0,0,0
"9080","A59242-cGgn","01A-59242","2017","Nestling","26-Dec-17","","Living",NA,1,1,"A59063-zWyb",1,"A58909-fMrn",1,"A58909-fMrn",1,"F",0,0,0
"9081","A59243-cGaba","01A-59243","2017","Nestling","29-Dec-17","3-Jan-18","Died",NA,0,0,"A59059-zOna",1,"A58544-hYar",2,"A58544-hYar",2,"M",0,0,0
"9082","A59244-cBwr","01A-59244","2017","Nestling","29-Dec-17","3-Jan-18","Died",NA,0,0,"A59059-zOna",1,"A58544-hYar",2,"A58544-hYar",2,"M",0,0,0
"9083","A59245-cNnw","01A-59245","2017","Nestling","29-Dec-17","3-Jan-18","Died",NA,0,0,"A59059-zOna",1,"A58544-hYar",2,"A58544-hYar",2,"M",0,0,0
"9084","A59246-cOwg","01A-59246","2017","Nestling","29-Dec-17","3-Jan-18","Died",NA,0,0,"A59059-zOna",1,"A58544-hYar",2,"A58544-hYar",2,"M",0,0,0
"9085","A59247-cNba","01A-59247","2017","Nestling","29-Dec-17","3-Jun-18","Died",NA,1,1,"A30338-YOM",5,"982073-GnwR",8,"A58896-pBwn",1,"F",0,0,0
"9086","A59248-cWyn","01A-59248","2017","Nestling","29-Dec-17","12-Jul-18","Died",NA,1,1,"A30338-YOM",5,"982073-GnwR",8,"982073-GnwR",8,"M",0,0,0
"9087","A59249-cBrb","01A-59249","2017","Nestling","29-Dec-17","6-Jan-18","Died",NA,1,0,"A58564-hMgw",2,"982652-NNG3",7,"982652-NNG3",7,"F",0,0,0
"9088","A59250-cYry","01A-59250","2017","Nestling","29-Dec-17","1-Feb-18","Dispersedoutside",NA,1,1,"A58564-hMgw",2,"982652-NNG3",7,"A30444-RNN",5,"M",0,0,0
"9089","A59251-cRAbwb","01A-59251","2017","Nestling","29-Dec-17","12-Feb-18","Unknown",NA,1,1,"A58564-hMgw",2,"982652-NNG3",7,"982652-NNG3",7,"M",0,0,0
"9090","A59252-cNYaba","01A-59252","2017","Nestling","31-Dec-17","21-Jun-18","Unknown",NA,1,1,"A58495-sBrg",NA,"A58259-RNwr",3,"A58259-RNwr",3,"M",0,0,0
"9091","A59253-cMar","01A-59253","2017","Nestling","31-Dec-17","10-Mar-18","Unknown",NA,1,1,"A58495-sBrg",NA,"A58259-RNwr",3,"A59062-zWbr",1,"F",0,0,0
"9092","A59254-cGnr","01A-59254","2017","Nestling","31-Dec-17","17-Jan-18","Died",NA,1,0,"A58495-sBrg",NA,"A58259-RNwr",3,"A58259-RNwr",3,"F",0,0,0
"9093","A59255-cBwb","01A-59255","2017","Nestling","2-Jan-18","5-Jan-18","Died",NA,0,0,"A58415-YOG",3,"A30493-YynM",4,"A58795-uYab",1,"M",0,0,0
"9094","A59256-cNyb","01A-59256","2017","Nestling","2-Jan-18","5-Jan-18","Died",NA,0,0,"A58415-YOG",3,"A30493-YynM",4,"A58794-uWny",1,"M",0,0,0
"9095","A59257-cOry","01A-59257","2017","Nestling","2-Jan-18","5-Jan-18","Died",NA,0,0,"A58415-YOG",3,"A30493-YynM",4,"A58794-uWny",1,"M",0,0,0
"9096","A59258-cYan","01A-59258","2017","Nestling","2-Jan-18","5-Jan-18","Died",NA,0,0,"A58226-MNbw",3,"A58890-pWrbr",1,"982072-GnwG",8,"M",0,0,0
"9097","A59259-cNYrg","01A-59259","2017","Nestling","2-Jan-18","5-Jan-18","Died",NA,0,0,"A58226-MNbw",3,"A58890-pWrbr",1,"A30134-waBO",5,"F",0,0,0
"9098","A59260-cByby","01A-59260","2017","Nestling","2-Jan-18","5-Jan-18","Died",NA,0,0,"A58226-MNbw",3,"A58890-pWrbr",1,"A30134-waBO",5,"F",0,0,0
"9099","A59261-cMrb","01A-59261","2017","Nestling","3-Jan-18","9-Jun-18","Died",NA,1,1,"A58391-RYwr",3,"A58302-NYbw",3,"A58302-NYbw",3,"M",0,0,0
"9100","A59262-cGnw","01A-59262","2017","Nestling","3-Jan-18","5-Jan-18","Died",NA,0,0,"A58866-pNRbr",1,"A58334-BYgn",3,"A58334-BYgn",3,"F",0,0,0
"9101","A59263-cRAyby","01A-59263","2017","Nestling","3-Jan-18","5-Jan-18","Died",NA,0,0,"A58866-pNRbr",1,"A58334-BYgn",3,"A58215-YAno",3,"F",0,0,0
"9102","A59264-cBbwb","01A-59264","2017","Nestling","3-Jan-18","13-Jan-18","Died",NA,1,0,"A58671-jMgn",3,"A58805-pWwn",1,"A58813-pMbg",1,"F",0,0,0
"9103","A59266-cGba","01A-59266","2017","Nestling","3-Jan-18","13-Jan-18","Died",NA,1,0,"A58671-jMgn",3,"A58805-pWwn",1,"A58805-pWwn",1,"U",0,0,0
"9104","A59267-cYwg","01A-59267","2017","Nestling","3-Jan-18","13-Jan-18","Died",NA,1,0,"A58671-jMgn",3,"A58805-pWwn",1,"A58805-pWwn",1,"M",0,0,0
"9105","A59268-cNar","01A-59268","2017","Nestling","3-Jan-18","26-May-18","Unknown",NA,1,1,"A58671-jMgn",3,"A58805-pWwn",1,"A58813-pMbg",1,"M",0,0,0
"9106","A59269-cWry","01A-59269","2017","Nestling","3-Jan-18","25-Jan-18","Died",NA,1,0,"A58577-hMba",2,"A58260-GOwr",3,"A58260-GOwr",3,"M",0,0,0
"9107","A59270-cOyn","01A-59270","2017","Nestling","5-Jan-18","23-Jan-18","Died",NA,1,0,"A58577-hMba",2,"A58260-GOwr",3,"A58695-jRWar",2,"M",0,0,0
"9108","A59271-cNaba","01A-59271","2017","Nestling","5-Jan-18","11-Mar-18","Unknown",NA,1,1,"A58577-hMba",2,"A58260-GOwr",3,"A58695-jRWar",2,"F",0,0,0
"9109","A59272-cWbwb","01A-59272","2017","Nestling","5-Jan-18","22-Jun-18","Died",NA,1,1,"982502-BnoR",7,"A58319-YYbw",3,"982073-GnwR",8,"F",0,0,0
"9110","A59273-cRArb","01A-59273","2017","Nestling","5-Jan-18","30-Jan-18","Died",NA,1,0,"982502-BnoR",7,"A58319-YYbw",3,"A58541-hMgb",2,"F",0,0,0
"9111","A59274-cBaba","01A-59274","2017","Nestling","5-Jan-18","8-Jan-18","Died",NA,0,0,"982094-RonY",8,"A58872-pYra",1,"A58902-fOyr",1,"M",0,0,0
"9112","A59275-cNnr","01A-59275","2017","Nestling","9-Jan-18","8-Jan-18","Died",NA,0,0,"982094-RonY",8,"A58872-pYra",1,"A58872-pYra",1,"M",0,0,0
"9113","A59276-cOrg","01A-59276","2017","Nestling","9-Jan-18","8-Jan-18","Died",NA,0,0,"982094-RonY",8,"A58872-pYra",1,"A58902-fOyr",1,"F",0,0,0
"9114","A59277-cMan","01A-59277","2017","Nestling","9-Jan-18","20-Oct-18","Unknown",NA,1,1,"A59057-zNgr",NA,"A59058-zMyr",NA,"A59058-zMyr",NA,"F",0,0,0
"9115","A59278-cOar","01A-59278","2017","Nestling","9-Jan-18","10-Feb-18","Unknown",NA,1,0,"A59057-zNgr",NA,"A59058-zMyr",NA,"A58803-pOrn",1,"M",0,0,0
"9116","A59279-cWnr","01A-59279","2017","Nestling","9-Jan-18","19-Jun-18","Died",NA,1,1,"A58503-hNbo",2,"A58816-pWob",1,"982855-TRB",6,"F",0,0,0
"9117","A59280-cRAgn","01A-59280","2017","Nestling","9-Jan-18","22-Jun-18","Died",NA,1,1,"A58503-hNbo",2,"A58816-pWob",1,"982855-TRB",6,"M",0,0,0
"9118","A59281-cBba","01A-59281","2017","Nestling","9-Jan-18","13-Jun-18","Died",NA,1,1,"A58503-hNbo",2,"A58816-pWob",1,"982855-TRB",6,"F",0,0,0
"9119","A59282-cNan","01A-59282","2017","Nestling","9-Jan-18","17-Jan-18","Died",NA,1,0,"A58258-RNgn",3,"982855-TRB",6,"A58815-pOny",1,"M",0,0,0
"9120","A59283-cOnr","01A-59283","2017","Nestling","9-Jan-18","","Living",NA,1,1,"A58258-RNgn",3,"982855-TRB",6,"A58490-sRWry",2,"M",4,4,2
"9121","A59284-cWwr","01A-59284","2017","Nestling","9-Jan-18","12-May-18","Died",NA,1,1,"A58258-RNgn",3,"982855-TRB",6,"A58490-sRWry",2,"M",0,0,0
"9122","A59285-cYaba","01A-59285","2017","Nestling","11-Jan-18","12-Jan-18","Died",NA,0,0,"A58210-RWN",4,"A58774-uBWng",1,"A58325-NNbw",3,"M",0,0,0
"9123","A59286-cRAwr","01A-59286","2017","Nestling","11-Jan-18","1-Apr-18","Died",NA,1,1,"A59026-zByb",1,"A59062-zWbr",1,"A58260-GOwr",3,"M",0,0,0
"9124","A59287-cNrg","01A-59287","2017","Nestling","11-Jan-18","12-Jun-18","Died",NA,1,1,"A59026-zByb",1,"A59062-zWbr",1,"A58260-GOwr",3,"M",0,0,0
"9125","A59288-cYbwb","01A-59288","2017","Nestling","11-Jan-18","25-Jan-18","Died",NA,1,0,"A59026-zByb",1,"A59062-zWbr",1,"A58260-GOwr",3,"M",0,0,0
"9126","A59289-cOow","01A-59289","2017","Nestling","11-Jan-18","30-Jun-18","Unknown",NA,1,1,"A30041-WNB",6,"A58695-jRWar",2,"A30444-RNN",5,"F",0,0,0
"9127","A59290-cWwg","01A-59290","2017","Nestling","11-Jan-18","1-Feb-18","Died",NA,1,0,"A59031-zBny",1,"A58459-sARan",2,"A58374-ARgn",3,"M",0,0,0
"9128","A59291-cNrb","01A-59291","2017","Nestling","11-Jan-18","3-Feb-18","Unknown",NA,1,0,"A59031-zBny",1,"A58459-sARan",2,"A58374-ARgn",3,"F",0,0,0
"9129","A59292-cYar","01A-59292","2017","Nestling","12-Jan-18","28-Jun-18","Died",NA,1,1,"A58924-fGyr",1,"A58886-pMrbr",1,"A58886-pMrbr",1,"M",0,0,0
