ID,band_num,cohort,caught_as,caught,disappeared,fate,outside_area,fledged,independent,mum,Mage,dad_soc,Sage,dad_bio,Bage,sex,LRStot,LRSfledge,LRSinde
725676-MgrY2,017-25676,1994,Nestling,16-Dec-94,20-Feb-95,Unknown,,1,1,725028-rwWR,2,626955-OGW,4,626955-OGW,4,F,0,0,0
725677-GgrN2,017-25677,1994,Nestling,16-Dec-94,9-Jan-95,Died,,1,0,725028-rwWR,2,626955-OGW,4,596897-WBW,5,M,0,0,0
725678-WgrB,017-25678,1994,Nestling,16-Dec-94,13-Mar-95,Died,,1,1,725207-YNO,2,626922-NNB,4,696515-WRM,3,M,0,0,0
725679-OgrY,017-25679,1994,Nestling,16-Dec-94,9-Aug-96,Died,6,1,1,725207-YNO,2,626922-NNB,4,696515-WRM,3,M,0,0,0
725680-RgrM,017-25680,1994,Nestling,16-Dec-94,5-Jul-03,Died,6,1,1,725207-YNO,2,626922-NNB,4,681420-ynAN,2,M,14,10,3
725681-GraB,017-25681,1994,Nestling,16-Dec-94,19-Dec-94,Died,,0,0,725521-OynM,1,725129-BYN,2,725129-BYN,2,M,0,0,0
725682-AanA2,017-25682,1994,Nestling,17-Dec-94,29-Dec-94,Died,,1,0,696563-WWN,3,626928-WOO,5+,626928-WOO,5+,M,0,0,0
725683-BanR2,017-25683,1994,Nestling,17-Dec-94,20-Feb-95,Unknown,,1,1,696563-WWN,3,626928-WOO,5+,596853-RgoG,5,F,0,0,0
725684-NanO2,017-25684,1994,Nestling,17-Dec-94,27-Dec-94,Died,,1,0,696563-WWN,3,626928-WOO,5+,596853-RgoG,5,F,0,0,0
725685-RanG2,017-25685,1994,Nestling,17-Dec-94,6-Feb-95,Dispersedoutside,,1,1,696563-WWN,3,626928-WOO,5+,596853-RgoG,5,F,0,0,0
725686-AgrO,017-25686,1994,Nestling,17-Dec-94,19-Jul-95,Died,,1,1,725333-GOB,2,725050-bwOA,2,725050-bwOA,2,M,0,0,0
725687-OgrG,017-25687,1994,Nestling,17-Dec-94,19-Jul-95,Unknown,,1,1,725333-GOB,2,725050-bwOA,2,725050-bwOA,2,F,0,0,0
725688-RgrA,017-25688,1994,Nestling,18-Dec-94,6-Feb-95,Unknown,,1,1,725176-OBR,2,696362-wbYO,3,626883-BboG,4,F,0,0,0
725689-WgrO,017-25689,1994,Nestling,18-Dec-94,6-Feb-95,Unknown,,1,1,725176-OBR,2,696362-wbYO,3,626883-BboG,4,F,0,0,0
725690-YgrM,017-25690,1994,Nestling,18-Dec-94,6-Feb-95,Unknown,,1,1,725176-OBR,2,696362-wbYO,3,626883-BboG,4,F,0,0,0
725691-NarY2,017-25691,1994,Nestling,18-Dec-94,19-Dec-94,Died,,0,0,725509-NynO,1,596830-YOG,5,696691-bwYO,2,M,0,0,0
725692-WraG,017-25692,1994,Nestling,18-Dec-94,19-Dec-94,Died,,0,0,725509-NynO,1,596830-YOG,5,596830-YOG,5,F,0,0,0
725693-WanW,017-25693,1994,Nestling,20-Dec-94,14-Nov-98,Died,6,1,1,725416-GrnO,1,596765-GNB,6,626648-BrwO,5,M,1,1,1
725694-ManM2,017-25694,1994,Nestling,20-Dec-94,22-Jun-95,Died,,1,1,725416-GrnO,1,596765-GNB,6,626648-BrwO,5,F,0,0,0
725695-BanB2,017-25695,1994,Nestling,20-Dec-94,15-Jul-95,Died,,1,1,725416-GrnO,1,596765-GNB,6,626648-BrwO,5,M,0,0,0
725696-BanY,017-25696,1994,Nestling,22-Dec-94,9-Aug-96,Died,6,1,1,725215-BRA,2,696443-rgWW,3,725409-BnaG,1,M,1,1,0
725697-OanG,017-25697,1994,Nestling,22-Dec-94,17-Aug-99,Died,6,1,1,725215-BRA,2,696443-rgWW,3,696443-rgWW,3,F,24,14,6
725698-WanO,017-25698,1994,Nestling,22-Dec-94,30-Aug-99,Died,6,1,1,725215-BRA,2,696443-rgWW,3,696443-rgWW,3,M,0,0,0
725699-GnrN2,017-25699,1994,Nestling,22-Dec-94,31-Jan-95,Died,,1,1,725549-YarO,1,626918-ORW,5+,596701-GNO,6,F,0,0,0
725700-MnrB2,017-25700,1994,Nestling,22-Dec-94,9-Jan-95,Died,,1,0,725549-YarO,1,626918-ORW,5+,596701-GNO,6,F,0,0,0
725701-RnrA2,017-25701,1994,Nestling,22-Dec-94,17-Aug-95,Died,,1,1,725549-YarO,1,626918-ORW,5+,725518-RnaO,1,M,0,0,0
725702-AanW2,017-25702,1994,Nestling,22-Dec-94,17-Jul-95,Unknown,,1,1,626746-BNN,5,725041-RMN,3+,776395-WYR,3+,F,0,0,0
725703-GanY2,017-25703,1994,Nestling,22-Dec-94,30-Dec-94,Died,,1,0,626746-BNN,5,725041-RMN,3+,776395-WYR,3+,M,0,0,0
725704-OanR2,017-25704,1994,Nestling,22-Dec-94,30-Dec-94,Died,,1,0,626746-BNN,5,725041-RMN,3+,776395-WYR,3+,F,0,0,0
725705-GraG,017-25705,1994,Nestling,23-Dec-94,12-Oct-96,Died,6,1,1,696499-AOM,3,626883-BboG,4,626728-NYN,5,M,0,0,0
725706-YraY,017-25706,1994,Nestling,23-Dec-94,14-Sep-95,Died,,1,1,696499-AOM,3,626883-BboG,4,626883-BboG,4,M,0,0,0
725707-OraB,017-25707,1994,Nestling,23-Dec-94,20-Oct-95,Dispersedoutside,,1,1,696499-AOM,3,626883-BboG,4,626735-WNR,5,F,0,0,0
725708-YgrO2,017-25708,1994,Nestling,23-Dec-94,26-Dec-94,Died,,0,0,725578-RYB,1,626925-MRM,6+,*,99,U,0,0,0
725709-AgrG2,017-25709,1994,Nestling,23-Dec-94,26-Dec-94,Died,,0,0,725578-RYB,1,626925-MRM,6+,725199-BWW,4+,M,0,0,0
725710-NgrW,017-25710,1994,Nestling,23-Dec-94,26-Dec-94,Died,,0,0,725578-RYB,1,626925-MRM,6+,626925-MRM,6+,F,0,0,0
725711-AgrN2,017-25711,1994,Nestling,26-Dec-94,17-Oct-95,Unknown,,1,1,543762-MMM,9+,626840-WWP,4,626840-WWP,4,F,0,0,0
725712-OgrB,017-25712,1994,Nestling,26-Dec-94,3-Aug-95,Died,,1,1,543762-MMM,9+,626840-WWP,4,626962-wrMM,3,F,0,0,0
725713-RgrY,017-25713,1994,Nestling,26-Dec-94,16-Jan-95,Died,,1,0,543762-MMM,9+,626840-WWP,4,626840-WWP,4,M,0,0,0
725714-MgrA,017-25714,1994,Nestling,26-Dec-94,15-Sep-95,Dispersedoutside,,1,1,725777-ROB,2+,725584-GMY,2+,*,99,F,0,0,0
725715-ByrO,017-25715,1994,Nestling,26-Dec-94,23-May-96,Died,6,1,1,696635-GNR,3+,696452-ANR,4+,696452-ANR,4+,M,1,0,0
725716-RyrW,017-25716,1994,Nestling,26-Dec-94,9-Jan-95,Died,,1,0,696635-GNR,3+,696452-ANR,4+,696452-ANR,4+,M,0,0,0
725717-GyrG,017-25717,1994,Nestling,26-Dec-94,9-Jan-95,Died,,1,0,696635-GNR,3+,696452-ANR,4+,696452-ANR,4+,F,0,0,0
725718-MyrA,017-25718,1994,Nestling,26-Dec-94,8-Jul-95,Died,,1,1,696635-GNR,3+,696452-ANR,4+,725408-WraB,1,F,0,0,0
725719-OraN,017-25719,1994,Nestling,26-Dec-94,18-Oct-97,Died,6,1,1,725494-AYW,2+,725037-NOO,3+,725041-RMN,3+,M,0,0,0
725720-NraG,017-25720,1994,Nestling,26-Dec-94,2-Jan-95,Died,,1,0,725494-AYW,2+,725037-NOO,3+,725041-RMN,3+,M,0,0,0
725721-WraR,017-25721,1994,Nestling,26-Dec-94,16-Oct-96,Died,6,1,1,725494-AYW,2+,725037-NOO,3+,725037-NOO,3+,F,3,3,0
725722-YnrY2,017-25722,1994,Nestling,27-Dec-94,29-Dec-94,Died,,0,0,725508-OynA,1,626648-BrwO,5,696540-ARN,4+,F,0,0,0
725723-GrnW,017-25723,1994,Nestling,27-Dec-94,29-Dec-94,Died,,0,0,725508-OynA,1,626648-BrwO,5,626648-BrwO,5,M,0,0,0
725724-AnrB2,017-25724,1994,Nestling,27-Dec-94,29-Dec-94,Died,,0,0,725508-OynA,1,626648-BrwO,5,626648-BrwO,5,F,0,0,0
725725-AgrB,017-25725,1994,Nestling,28-Dec-94,31-Mar-95,Unknown,,1,1,725594-NBY,1,725278-BynO,1,776390-OOG,1,F,0,0,0
725726-WgrW,017-25726,1994,Nestling,28-Dec-94,23-Jan-95,Died,,1,0,725594-NBY,1,725278-BynO,1,776390-OOG,1,M,0,0,0
725727-AyrA,017-25727,1994,Nestling,31-Dec-94,17-Nov-98,Died,6,1,1,696495-wgNN,3,696536-wrYN,3,696536-wrYN,3,F,15,6,3
725728-ByrN,017-25728,1994,Nestling,31-Dec-94,17-Jul-95,Died,,1,1,696495-wgNN,3,696536-wrYN,3,696536-wrYN,3,M,0,0,0
725729-WyrM,017-25729,1994,Nestling,31-Dec-94,17-Jun-95,Died,,1,1,696495-wgNN,3,696536-wrYN,3,725086-MRG,5+,M,0,0,0
725730-MyrM,017-25730,1994,Nestling,4-Jan-95,8-Oct-96,Died,6,1,1,696500-AGB,3,725071-BRR,4+,626907-WBB,4,M,0,0,0
725731-WyrW,017-25731,1994,Nestling,4-Jan-95,20-Feb-95,Died,,1,1,696500-AGB,3,725071-BRR,4+,696689-bwGW,2,M,0,0,0
725732-OyrB,017-25732,1994,Nestling,4-Jan-95,8-Jul-95,Died,,1,1,696500-AGB,3,725071-BRR,4+,696689-bwGW,2,F,0,0,0
725733-NgrY,017-25733,1994,Nestling,5-Jan-95,20-Jun-97,Died,6,1,1,725217-MYW,2,696662-rwWG,2,696662-rwWG,2,F,12,6,6
725734-OgrA,017-25734,1994,Nestling,5-Jan-95,2-Aug-95,Died,,1,1,725217-MYW,2,696662-rwWG,2,696662-rwWG,2,M,0,0,0
725735-YgrB,017-25735,1994,Nestling,5-Jan-95,3-Jun-95,Died,,1,1,725217-MYW,2,696662-rwWG,2,696662-rwWG,2,F,0,0,0
725736-BraY,017-25736,1994,Nestling,6-Jan-95,30-Jan-95,Died,,1,0,725580-BOO,1,653012-gARG,7+,696689-bwGW,2,M,0,0,0
725737-RraB2,017-25737,1994,Nestling,6-Jan-95,20-Oct-95,Unknown,,1,1,725580-BOO,1,653012-gARG,7+,696689-bwGW,2,F,0,0,0
725738-YraN,017-25738,1994,Nestling,6-Jan-95,30-Jan-95,Died,,1,0,725580-BOO,1,653012-gARG,7+,725130-gwGW,2,F,0,0,0
725739-AraY,017-25739,1994,Nestling,6-Jan-95,14-Mar-95,Died,,1,1,725588-YYY,1,696682-GYN,3+,696681-RWG2,3+,M,0,0,0
725740-NraN,017-25740,1994,Nestling,6-Jan-95,16-May-95,Died,,1,1,725588-YYY,1,696682-GYN,3+,696681-RWG2,3+,F,0,0,0
725741-OraO,017-25741,1994,Nestling,6-Jan-95,15-Sep-95,Died,6,1,1,725588-YYY,1,696682-GYN,3+,*,99,M,0,0,0
725742-BnrO2,017-25742,1994,Nestling,6-Jan-95,12-May-95,Died,,1,1,725590-ANO,1,725240-GwbO,1,626925-MRM,6+,M,0,0,0
725743-MnrN,017-25743,1994,Nestling,6-Jan-95,2-Aug-97,Dispersedoutside,1,1,1,725590-ANO,1,725240-GwbO,1,626925-MRM,6+,M,1,1,1
725744-YnrW2,017-25744,1994,Nestling,6-Jan-95,20-Feb-95,Unknown,,1,1,725590-ANO,1,725240-GwbO,1,626925-MRM,6+,F,0,0,0
725745-RraG,017-25745,1994,Nestling,7-Jan-95,11-Jan-95,Died,,0,0,696463-wgOB,3,626849-WYB,4,696404-wbWO,3,F,0,0,0
725746-OraY2,017-25746,1994,Nestling,7-Jan-95,11-Jan-95,Died,,0,0,696463-wgOB,3,626849-WYB,4,696404-wbWO,3,M,0,0,0
725747-NnrN,017-25747,1994,Nestling,8-Jan-95,10-Sep-00,Died,6,1,1,626917-NGW,4,596701-GNO,6,626925-MRM,6+,M,9,9,5
725748-RnrO2,017-25748,1994,Nestling,8-Jan-95,17-Jul-95,Unknown,,1,1,626917-NGW,4,596701-GNO,6,626925-MRM,6+,F,0,0,0
725749-AanR,017-25749,1994,Nestling,9-Jan-95,26-Oct-95,Unknown,,1,1,626734-YYN,5,574504-GRO,8+,596877-MnyW,5,F,0,0,0
725750-NnaY,017-25750,1994,Nestling,9-Jan-95,19-Sep-96,Died,6,1,1,626734-YYN,5,574504-GRO,8+,626897-RWN,4,M,1,1,1
725751-RanO2,017-25751,1994,Nestling,9-Jan-95,23-Jan-95,Died,,1,0,626734-YYN,5,574504-GRO,8+,574502-GBN,8+,M,0,0,0
725752-NyrW,017-25752,1994,Nestling,10-Jan-95,18-Jan-95,Died,,1,0,583809-mGMW,5,626627-MnyG,5,725037-NOO,3+,F,0,0,0
725753-OyrY,017-25753,1994,Nestling,10-Jan-95,18-Jan-95,Died,,1,0,583809-mGMW,5,626627-MnyG,5,626627-MnyG,5,F,0,0,0
725754-ManR2,017-25754,1994,Nestling,11-Jan-95,12-Jan-95,Died,,0,0,725539-GOM,1,696399-wbBW,3,725015-grYG,2,F,0,0,0
725755-WanY2,017-25755,1994,Nestling,11-Jan-95,12-Jan-95,Died,,0,0,725539-GOM,1,696399-wbBW,3,696399-wbBW,3,M,0,0,0
725756-OanB2,017-25756,1994,Nestling,11-Jan-95,12-Jan-95,Died,,0,0,725539-GOM,1,696399-wbBW,3,725015-grYG,2,M,0,0,0
725757-RnrG2,017-25757,1994,Nestling,11-Jan-95,15-Jan-95,Died,,0,0,725157-ARR,2,626851-MynM,4,696689-bwGW,2,M,0,0,0
725758-NnrW2,017-25758,1994,Nestling,11-Jan-95,15-Jan-95,Died,,0,0,725157-ARR,2,626851-MynM,4,626851-MynM,4,M,0,0,0
725759-OnrM2,017-25759,1994,Nestling,11-Jan-95,15-Jan-95,Died,,0,0,725157-ARR,2,626851-MynM,4,596830-YOG,5,F,0,0,0
725760-AanM2,017-25760,1994,Nestling,12-Jan-95,20-Feb-95,Died,,1,1,725579-YGG,1,681425-gwRY,2,681425-gwRY,2,M,0,0,0
725761-BanW2,017-25761,1994,Nestling,12-Jan-95,20-Feb-95,Unknown,,1,1,725579-YGG,1,681425-gwRY,2,626918-ORW,5+,F,0,0,0
725762-OanY2,017-25762,1994,Nestling,12-Jan-95,16-May-95,Died,,1,1,725579-YGG,1,681425-gwRY,2,626918-ORW,5+,F,0,0,0
725765-RAR,017-25765,1994,Juvenile,13-Jan-95,20-May-95,Unknown,,1,1,*,*,725763-GGB,2+,776390-OOG,1,F,0,0,0
725766-WBM2,017-25766,1994,Juvenile,13-Jan-95,30-Mar-96,Dispersedoutside,,1,1,*,*,725763-GGB,2+,*,99,F,0,0,0
725767-NRM,017-25767,1994,Juvenile,13-Jan-95,13-Jan-95,Unknown,1,1,1,*,*,725763-GGB,2+,725763-GGB,2+,M,0,0,0
725768-WnrM2,017-25768,1994,Nestling,15-Jan-95,6-Apr-95,Died,,1,1,696387-brOG,3,696404-wbWO,3,626918-ORW,5+,F,0,0,0
725769-OnrY2,017-25769,1994,Nestling,15-Jan-95,11-May-95,Died,,1,1,696387-brOG,3,696404-wbWO,3,*,99,F,0,0,0
725770-RraN,017-25770,1994,Nestling,16-Jan-95,17-Jan-95,Died,,0,0,725597-RBR,1,725026-rwGM,2,696618-gwRO,2,F,0,0,0
725771-BraO,017-25771,1994,Nestling,16-Jan-95,17-Jan-95,Died,,0,0,725597-RBR,1,725026-rwGM,2,696618-gwRO,2,F,0,0,0
725772-NraW,017-25772,1994,Nestling,16-Jan-95,17-Jan-95,Died,,0,0,725597-RBR,1,725026-rwGM,2,725026-rwGM,2,F,0,0,0
725773-MyrN,017-25773,1994,Nestling,24-Jan-95,2-Aug-95,Died,,1,1,696445-wrRG,3,696525-RAN,3,696502-WMM,4+,M,0,0,0
725774-ByrG,017-25774,1994,Nestling,24-Jan-95,11-Apr-95,Died,,1,1,696445-wrRG,3,696525-RAN,3,696525-RAN,3,M,0,0,0
725775-YyrA,017-25775,1994,Nestling,24-Jan-95,17-Jul-95,Died,,1,1,696445-wrRG,3,696525-RAN,3,696502-WMM,4+,M,0,0,0
725776-YBY3,017-25776,1994,Fledgling,17-Nov-94,2-Feb-95,Unknown,,1,1,725205-ROY,2,574502-GBN,8+,696431-MMO,4+,F,0,0,0
725778-YnrG2,017-25778,1994,Nestling,27-Jan-95,28-Jan-95,Died,,0,0,626905-NWW,4,725109-grAA,2,725109-grAA,2,M,0,0,0
725779-MyrY,017-25779,1994,Nestling,3-Feb-95,7-Feb-95,Died,,0,0,626845-YobY,4,696588-bwGO,2,686899-GRM,8+,F,0,0,0
725780-RyrN,017-25780,1994,Nestling,3-Feb-95,7-Feb-95,Died,,0,0,626845-YobY,4,696588-bwGO,2,686899-GRM,8+,F,0,0,0
725781-NyrB,017-25781,1994,Nestling,3-Feb-95,7-Feb-95,Died,,0,0,626845-YobY,4,696588-bwGO,2,686899-GRM,8+,F,0,0,0
725782-YnrO2,017-25782,1994,Nestling,3-Feb-95,20-Feb-95,Died,,1,0,725171-GOW,2,626897-RWN,4,626728-NYN,5,M,0,0,0
725783-NnrB2,017-25783,1994,Nestling,3-Feb-95,20-Feb-95,Died,,1,0,725171-GOW,2,626897-RWN,4,626735-WNR,5,M,0,0,0
725784-RnrM,017-25784,1994,Nestling,3-Feb-95,5-Jul-97,Died,6,1,1,725171-GOW,2,626897-RWN,4,626897-RWN,4,M,0,0,0
725785-OyrN,017-25785,1994,Nestling,5-Feb-95,8-Feb-95,Died,,0,0,696527-YAG,3+,574729-YMO,7,574729-YMO,7,F,0,0,0
725786-BRM3,017-25786,1994,Fledgling,24-Feb-95,14-Mar-95,Died,,1,0,626746-BNN,5,725041-RMN,3+,776395-WYR,3+,F,0,0,0
725787-WOA2,017-25787,1994,Fledgling,24-Feb-95,19-Jun-95,Died,,1,1,626746-BNN,5,725041-RMN,3+,776395-WYR,3+,F,0,0,0
725788-MYR,017-25788,1994,Fledgling,1-Mar-95,1-Jul-96,Dispersedoutside,6,1,1,725494-AYW,2+,725037-NOO,3+,725041-RMN,3+,M,0,0,0
725789-WRW2,017-25789,1994,Fledgling,23-Feb-95,14-Sep-95,Died,,1,1,725589-BOA,1,696522-NGA,4+,696431-MMO,4+,F,0,0,0
725790-OYG2,017-25790,1994,Fledgling,23-Feb-95,17-Jul-95,Unknown,,1,1,725589-BOA,1,696522-NGA,4+,696431-MMO,4+,F,0,0,0
725791-NMB2,017-25791,1994,Fledgling,23-Feb-95,17-Jul-95,Unknown,,1,1,725589-BOA,1,696522-NGA,4+,696431-MMO,4+,F,0,0,0
725792-NMY,017-25792,1994,Fledgling,1-Mar-95,26-Sep-99,Died,6,1,1,626950-WNW,5+,725152-ynMG,2,596897-WBW,5,M,0,0,0
725793-MBB2,017-25793,1994,Juvenile,5-Apr-95,17-Aug-95,Died,,1,1,*,*,*,*,*,99,F,0,0,0
725794-MAN2,017-25794,1994,Juvenile,5-Apr-95,16-May-95,Died,,1,1,*,*,*,*,*,99,F,0,0,0
725795-YRY,017-25795,1994,Juvenile,6-Apr-95,4-Dec-95,Died,6,1,1,*,*,*,*,*,99,F,0,0,0
725796-WOG,017-25796,1994,Juvenile,6-Apr-95,2-Nov-97,Died,6,1,1,*,*,*,*,*,99,F,9,6,4
725797-OOB,017-25797,1994,Juvenile,11-Apr-95,11-Aug-97,Died,6,1,1,*,*,*,*,*,99,F,2,2,2
725799-WBA,017-25799,1994,Juvenile,12-Apr-95,18-Sep-96,Died,6,1,1,*,*,*,*,*,99,F,3,3,2
725800-YBG,017-25800,1994,Juvenile,12-Apr-95,27-Aug-98,Died,5,1,1,725802-GAW,1+,725803-BOM,1+,*,99,M,0,0,0
725801-MGY,017-25801,1994,Juvenile,12-Apr-95,20-Mar-98,Died,6,1,1,*,*,*,*,*,99,F,7,7,5
725804-RRG2,017-25804,1994,Adult,23-Aug-95,11-Oct-95,Died,,1,1,*,*,*,*,*,99,F,0,0,0
725806-NYY,017-25806,1994,Adult,31-Aug-95,31-Jul-96,Died,6,1,1,*,*,*,*,*,99,F,4,4,4
725809-WBO,017-25809,1994,Adult,6-Sep-95,11-Nov-95,Died,6,1,1,*,*,*,*,*,99,F,0,0,0
725810-ONO,017-25810,1994,Adult,7-Sep-95,7-Sep-95,Unknown,1,1,1,*,*,*,*,*,99,M,0,0,0
725811-BYO2,017-25811,1994,Adult,27-Sep-95,2-Nov-95,Died,6,1,1,*,*,*,*,*,99,F,0,0,0
725812-NOR2,017-25812,1994,Adult,28-Sep-95,11-Nov-95,Died,6,1,1,*,*,*,*,*,99,F,0,0,0
725813-MOW,017-25813,1994,Adult,29-Sep-95,2-Aug-97,Died,6,1,1,*,*,*,*,*,99,F,5,3,1
725844-YOB,017-25844,1994,Adult,1-Nov-95,19-Jun-96,Died,6,1,1,*,*,*,*,*,99,F,4,4,3
725853-YMG,017-25853,1994,Adult,6-Nov-95,11-Aug-97,Died,6,1,1,*,*,*,*,*,99,F,5,3,3
725887-RGO,017-25887,1994,Adult,15-Nov-95,12-Feb-96,Died,6,1,1,*,*,*,*,*,99,F,3,0,0
776128-GBY,017-76128,1994,Adult,27-Nov-95,2-Sep-96,Died,6,1,1,*,*,*,*,*,99,F,6,6,1
776391-MGN2,017-76391,1994,Adult,17-Jun-96,26-Aug-96,Died,6,1,1,*,*,*,*,*,99,F,4,4,4
725814-byBB,017-25814,1995,Nestling,13-Oct-95,15-Oct-95,Died,,0,0,696635-GNR,4+,696452-ANR,5+,696673-gwCR,3,M,0,0,0
725815-byWM,017-25815,1995,Nestling,13-Oct-95,15-Oct-95,Died,,0,0,696635-GNR,4+,696452-ANR,5+,*,99,F,0,0,0
725816-byOY,017-25816,1995,Nestling,13-Oct-95,15-Oct-95,Died,,0,0,696635-GNR,4+,696452-ANR,5+,*,99,F,0,0,0
725817-byGN,017-25817,1995,Nestling,13-Oct-95,16-Oct-95,Died,,0,0,725509-NynO,2,596830-YOG,6,626840-WWP,5,F,0,0,0
725818-byMM,017-25818,1995,Nestling,13-Oct-95,16-Oct-95,Died,,0,0,725509-NynO,2,596830-YOG,6,626840-WWP,5,M,0,0,0
725819-byWB,017-25819,1995,Nestling,13-Oct-95,16-Oct-95,Died,,0,0,725509-NynO,2,596830-YOG,6,626840-WWP,5,M,0,0,0
725820-arAB2,017-25820,1995,Nestling,17-Oct-95,22-Oct-95,Died,,0,0,725028-rwWR,3,626955-OGW,5,626840-WWP,5,M,0,0,0
725821-arNO3,017-25821,1995,Nestling,17-Oct-95,22-Oct-95,Died,,0,0,725028-rwWR,3,626955-OGW,5,626840-WWP,5,M,0,0,0
725822-arRY2,017-25822,1995,Nestling,17-Oct-95,22-Oct-95,Died,,0,0,725028-rwWR,3,626955-OGW,5,596897-WBW,6,M,0,0,0
725823-arAN,017-25823,1995,Nestling,17-Oct-95,22-Oct-95,Died,,1,0,725280-BOR,3,725040-ORN,4+,776155-BBW,1+,F,0,0,0
725824-arGG,017-25824,1995,Nestling,17-Oct-95,22-Oct-95,Died,,1,0,725280-BOR,3,725040-ORN,4+,803914-GMW2,1+,F,0,0,0
725825-arWW,017-25825,1995,Nestling,17-Oct-95,22-Oct-95,Died,,1,0,725280-BOR,3,725040-ORN,4+,776155-BBW,1+,M,0,0,0
725826-yrGR,017-25826,1995,Nestling,18-Oct-95,30-Aug-01,Died,6,1,1,725589-BOA,2,696522-NGA,5+,696522-NGA,5+,M,15,4,1
725827-yrMN,017-25827,1995,Nestling,18-Oct-95,1-Oct-96,Died,6,1,1,725589-BOA,2,696522-NGA,5+,696522-NGA,5+,M,0,0,0
725828-yrWW,017-25828,1995,Nestling,18-Oct-95,24-Oct-95,Died,,1,0,725589-BOA,2,696522-NGA,5+,696522-NGA,5+,M,0,0,0
725829-byBY,017-25829,1995,Nestling,24-Oct-95,17-Oct-96,Died,6,1,1,696499-AOM,4,626883-BboG,5,626897-RWN,5,M,0,0,0
725830-byOO,017-25830,1995,Nestling,24-Oct-95,21-Dec-95,Dispersedoutside,,1,1,696499-AOM,4,626883-BboG,5,626883-BboG,5,F,0,0,0
725831-yrGG,017-25831,1995,Nestling,26-Oct-95,26-Oct-95,Died,,0,0,725215-BRA,3,696443-rgWW,4,696443-rgWW,4,M,0,0,0
725832-yrBO,017-25832,1995,Nestling,26-Oct-95,26-Oct-95,Died,,0,0,725215-BRA,3,696443-rgWW,4,696443-rgWW,4,F,0,0,0
725833-yrNW,017-25833,1995,Nestling,26-Oct-95,26-Oct-95,Died,,0,0,725215-BRA,3,696443-rgWW,4,696443-rgWW,4,M,0,0,0
725834-naBW,017-25834,1995,Nestling,27-Oct-95,8-Mar-96,Died,,1,1,725582-GAG,2,725175-GYO,3,696522-NGA,5+,F,0,0,0
725835-naMY,017-25835,1995,Nestling,27-Oct-95,10-Nov-95,Died,,1,0,725582-GAG,2,725175-GYO,3,725374-RwgY,2,M,0,0,0
725836-naRN,017-25836,1995,Nestling,29-Oct-95,2-Nov-95,Died,1,0,0,725588-YYY,2,725514-BrnR,2,725514-BrnR,2,M,0,0,0
725837-naBY,017-25837,1995,Nestling,29-Oct-95,2-Nov-95,Died,1,0,0,725588-YYY,2,725514-BrnR,2,725514-BrnR,2,F,0,0,0
725838-rnBB,017-25838,1995,Nestling,30-Oct-95,22-Sep-99,Died,6,1,1,725452-GwgN,2,725071-BRR,5+,696511-NYM,4,M,6,6,4
725839-rnNN2,017-25839,1995,Nestling,30-Oct-95,16-Nov-95,Died,,1,0,725452-GwgN,2,725071-BRR,5+,696511-NYM,4,F,0,0,0
725840-rnRW,017-25840,1995,Nestling,30-Oct-95,6-Nov-95,Died,,1,0,725452-GwgN,2,725071-BRR,5+,696511-NYM,4,M,0,0,0
725841-yrNB,017-25841,1995,Nestling,31-Oct-95,9-Nov-95,Died,,1,0,696558-NRA,4,696509-GAY,5+,626851-MynM,5,M,0,0,0
725842-yrOO,017-25842,1995,Nestling,31-Oct-95,9-Nov-95,Died,,1,0,696558-NRA,4,696509-GAY,5+,696507-OYW,4,F,0,0,0
725843-yrRY,017-25843,1995,Nestling,31-Oct-95,6-Nov-95,Died,,1,0,696558-NRA,4,696509-GAY,5+,626851-MynM,5,M,0,0,0
725845-arBB,017-25845,1995,Nestling,3-Nov-95,8-Nov-95,Died,,1,0,626713-NWR,6+,725423-GrgG,2,596897-WBW,6,M,0,0,0
725846-arMA,017-25846,1995,Nestling,3-Nov-95,8-Nov-95,Died,,1,0,626713-NWR,6+,725423-GrgG,2,626955-OGW,5,F,0,0,0
725847-arRR,017-25847,1995,Nestling,3-Nov-95,8-Nov-95,Died,,1,0,626713-NWR,6+,725423-GrgG,2,596897-WBW,6,M,0,0,0
725848-naAA,017-25848,1995,Nestling,6-Nov-95,30-Dec-95,Unknown,,1,1,626917-NGW,5,725192-GRN,7+,696588-bwGO,3,F,0,0,0
725849-naNY,017-25849,1995,Nestling,6-Nov-95,12-Nov-95,Died,,1,0,626917-NGW,5,725192-GRN,7+,626925-MRM,7+,F,0,0,0
725850-naYO2,017-25850,1995,Nestling,6-Nov-95,12-Nov-95,Died,,1,0,626917-NGW,5,725192-GRN,7+,626925-MRM,7+,F,0,0,0
725851-rnMM2,017-25851,1995,Nestling,5-Nov-95,10-Nov-95,Died,,1,0,725391-AwbN,2,696538-wgON,5+,696538-wgON,5+,M,0,0,0
725852-rnWW2,017-25852,1995,Nestling,5-Nov-95,10-Nov-95,Died,,1,0,725391-AwbN,2,696538-wgON,5+,696538-wgON,5+,F,0,0,0
725854-byWA,017-25854,1995,Nestling,6-Nov-95,8-Nov-95,Died,,0,0,725857-MNG2,1+,696510-RRN,6+,696510-RRN,6+,M,0,0,0
