ID,band_num,cohort,caught_as,caught,disappeared,fate,outside_area,fledged,independent,mum,Mage,dad_soc,Sage,dad_bio,Bage,sex,LRStot,LRSfledge,LRSinde
490363-OMN,014-90363,1984,Adult,28-Aug-85,30-Sep-92,Died,6,1,1,*,*,*,*,*,99,M,12,7,5
529301-BBY,015-29301,1985,Adult,14-Jan-87,10-Sep-89,Died,3,1,1,*,*,*,*,*,99,M,0,0,0
476403-BWG,014-76403,1986,Juvenile,24-Nov-86,24-Nov-86,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
476404-_MO,014-76404,1986,Juvenile,25-Nov-86,25-Nov-86,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
476410-BBR,014-76410,1986,Juvenile,28-Nov-86,28-Nov-86,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
529302-BYY,015-29302,1986,Adult,14-Jan-87,14-Jan-87,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
529307-BOG,015-29307,1986,Juvenile,16-Jan-87,10-Mar-91,Died,3,1,1,529303-BGY,1+,476417-BGB,1+,476417-BGB,1+,M,2,0,0
529308-BRO,015-29308,1986,Juvenile,16-Jan-87,16-Jan-87,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
529310-BNG,015-29310,1986,Juvenile,21-Jan-87,31-Mar-87,Unknown,,1,1,*,*,*,*,*,99,U,0,0,0
529313-___11,015-29313,1986,Juvenile,22-Jan-87,22-Jan-87,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
529314-ORR2,015-29314,1986,Juvenile,5-Mar-87,29-Mar-87,Unknown,,1,1,476419-_NB,1+,476420-BRY,1+,*,99,F,0,0,0
529315-OBY,015-29315,1986,Juvenile,5-Mar-87,7-Apr-93,Died,6,1,1,476419-_NB,1+,476420-BRY,1+,476420-BRY,1+,M,15,12,4
529316-OBB,015-29316,1986,Juvenile,5-Mar-87,5-Mar-87,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
529317-OGR,015-29317,1986,Juvenile,5-Mar-87,5-Mar-87,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
529318-OGM,015-29318,1986,Juvenile,5-Mar-87,5-Mar-87,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
543167-OOO3,015-43167,1986,Juvenile,31-Mar-87,31-Mar-87,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
543752-OYR,015-43752,1986,Juvenile,10-Mar-87,11-Mar-87,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
543754-___13,015-43754,1986,Juvenile,10-Mar-87,10-Mar-87,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
543755-MNR,015-43755,1986,Juvenile,10-Mar-87,14-Mar-87,Unknown,1,1,1,*,*,*,*,*,99,M,0,0,0
543758-OGO,015-43758,1986,Juvenile,11-Mar-87,11-Mar-87,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
543761-ONN,015-43761,1986,Juvenile,11-Mar-87,11-Mar-87,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
543764-MGB,015-43764,1986,Juvenile,31-Mar-87,31-Mar-87,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
543766-MOB,015-43766,1986,Juvenile,31-Mar-87,31-Mar-87,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
543769-MRY,015-43769,1986,Juvenile,16-Apr-87,18-Apr-87,Unknown,1,1,1,*,*,*,*,*,99,M,0,0,0
543772-MBY,015-43772,1986,Adult,16-Apr-87,1-Mar-88,Unknown,,1,1,*,*,*,*,*,99,F,2,2,2
543774-MMY,015-43774,1986,Juvenile,16-Apr-87,21-Apr-91,Died,3,1,1,*,*,*,*,*,99,F,14,8,5
543775-MGG,015-43775,1986,Juvenile,30-Apr-87,2-May-87,Unknown,1,1,1,*,*,*,*,*,99,M,0,0,0
543776-MOG,015-43776,1986,Juvenile,30-Apr-87,10-Jun-92,Died,6,1,1,476408-MMN,1+,490363-OMN,2,476420-BRY,1+,M,11,9,6
543777-MYG,015-43777,1986,Juvenile,30-Apr-87,30-Apr-87,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
543801-OOO2,015-43801,1986,Juvenile,12-Feb-87,26-Mar-87,Died,,1,1,*,*,*,*,*,99,U,0,0,0
543802-YGB,015-43802,1986,Juvenile,12-Feb-87,12-Jan-90,Dispersedoutside,,1,1,543760-BMY1,1+,476407-BMB,1+,*,99,F,0,0,0
543803-ORY,015-43803,1986,Juvenile,12-Feb-87,12-Feb-87,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
543804-OGY,015-43804,1986,Juvenile,12-Feb-87,3-Mar-90,Died,3,1,1,*,*,*,*,*,99,M,2,1,1
543805-OBR2,015-43805,1986,Juvenile,12-Feb-87,24-Feb-87,Unknown,,1,1,*,*,*,*,*,99,F,0,0,0
543806-OGG2,015-43806,1986,Juvenile,12-Feb-87,25-Feb-87,Unknown,,1,1,*,*,*,*,*,99,F,0,0,0
543810-OGB,015-43810,1986,Juvenile,25-Feb-87,25-Feb-87,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
543811-OMG,015-43811,1986,Juvenile,25-Feb-87,19-Mar-89,Died,3,1,1,476409-BRR,1+,543807-ORG,1+,*,99,M,0,0,0
543813-MGR,015-43813,1986,Juvenile,31-Mar-87,15-Oct-89,Died,3,1,1,543762-MMM,1+,529312-BYO,1+,*,99,M,0,0,0
574712-YGR,015-74712,1986,Juvenile,6-Feb-88,7-Jan-90,Unknown,,1,1,*,*,*,*,*,99,F,0,0,0
433372-GOB,014-33372,1987,Juvenile,23-Dec-87,23-Dec-87,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
433374-WBY,014-33374,1987,Nestling,6-Jan-88,7-May-90,Unknown,,1,1,476409-BRR,2+,543807-ORG,2+,*,99,F,0,0,0
433375-WMN2,014-33375,1987,Nestling,6-Jan-88,11-Jan-88,Unknown,,0,0,725201-ORG,-4+,543811-OMG,1,*,99,U,0,0,0
433376-WNG,014-33376,1987,Nestling,7-Jan-88,26-Jul-94,Died,6,1,1,596785-MYM,1+,543808-OYB,2+,543804-OGY,1,M,16,8,7
433383-YMR,014-33383,1987,Juvenile,3-Feb-88,10-Aug-91,Died,6,1,1,476408-MMN,2+,490363-OMN,3,529315-OBY,1,M,2,2,1
433384-YRG,014-33384,1987,Fledgling,3-Feb-88,13-Jun-93,Died,6,1,1,574744-BNM,1+,476401-ROW,2+,476401-ROW,2+,M,19,14,10
433390-YNR2,014-33390,1987,Adult,4-Feb-88,4-Feb-88,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
433395-YOR2,014-33395,1987,Adult,4-Feb-88,30-Jan-89,Unknown,,1,1,*,*,*,*,*,99,U,0,0,0
433399-YMM,014-33399,1987,Juvenile,3-Feb-88,23-Apr-89,Died,3,1,1,574744-BNM,1+,476401-ROW,2+,*,99,M,0,0,0
478191-GGG,014-78191,1987,Juvenile,18-Dec-87,23-Sep-89,Died,3,1,1,*,*,478196-GBB,1+,*,99,M,0,0,0
478205-GNN,014-78205,1987,Juvenile,18-Dec-87,18-Dec-87,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
543787-RWB,015-43787,1987,Juvenile,10-Dec-87,1-Mar-88,Died,,1,1,*,*,*,*,*,99,M,0,0,0
543789-RYR,015-43789,1987,Juvenile,11-Dec-87,11-Dec-87,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
543790-RNO2,015-43790,1987,Juvenile,11-Dec-87,11-Dec-87,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
543794-RNN3,015-43794,1987,Juvenile,14-Dec-87,14-Dec-87,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
543802-MYY2,015a43802,1987,Juvenile,26-Mar-87,8-Apr-87,Unknown,,1,1,*,*,*,*,*,99,M,0,0,0
543822-RMM2,015-43822,1987,Juvenile,14-Dec-87,14-Dec-87,Unknown,1,1,1,*,*,*,*,*,99,F,0,0,0
543832-RWM,015-43832,1987,Juvenile,16-Dec-87,16-Mar-88,Unknown,,1,1,*,*,*,*,*,99,U,0,0,0
543834-GNY,015-43834,1987,Juvenile,24-Jan-88,24-Jan-88,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
543839-YNY2,015-43839,1987,Juvenile,3-Feb-88,15-May-88,Died,,1,1,*,*,*,*,*,99,M,0,0,0
543840-ORN,015-43840,1987,Juvenile,4-Feb-88,1-Aug-89,Died,3,1,1,*,*,*,*,*,99,F,0,0,0
568301-YYR,015-68301,1987,Juvenile,8-Feb-88,16-Mar-89,Died,,1,1,*,*,*,*,*,99,M,0,0,0
568327-YRW,015-68327,1987,Juvenile,15-Feb-88,9-Apr-89,Died,3,1,1,*,*,*,*,*,99,M,0,0,0
568355-YBY2,015-68355,1987,Juvenile,17-Feb-88,27-Feb-88,Unknown,,1,1,*,*,*,*,*,99,U,0,0,0
568372-BNO,015-68372,1987,Juvenile,22-Feb-88,5-May-91,Died,6,1,1,529303-BGY,2+,476417-BGB,2+,476417-BGB,2+,M,0,0,0
568377-BNR,015-68377,1987,Juvenile,22-Feb-88,22-Feb-88,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
574501-GYG,015-74501,1987,Juvenile,3-May-88,15-Jul-90,Died,3,1,1,574800-GRY,1+,574502-GBN,1+,574502-GBN,1+,M,0,0,0
574503-GOO,015-74503,1987,Juvenile,3-May-88,28-May-89,Died,3,1,1,574507-GMB,1+,476414-BRB,2+,*,99,M,0,0,0
574508-GMY2,015-74508,1987,Juvenile,3-May-88,3-May-88,Unknown,1,1,1,*,*,*,*,*,99,F,0,0,0
574509-GOM,015-74509,1987,Juvenile,3-May-88,23-Sep-88,Died,,1,1,*,*,*,*,*,99,M,0,0,0
574510-ONG,015-74510,1987,Juvenile,10-May-88,7-Aug-88,Died,,1,1,543772-MBY,1,529309-BBO,2+,*,99,M,0,0,0
574511-OYG,015-74511,1987,Juvenile,10-May-88,9-Oct-89,Dispersedoutside,,1,1,543772-MBY,1,529309-BBO,2+,*,99,F,0,0,0
574534-OMO,015-74534,1987,Juvenile,22-Sep-88,8-Oct-89,Died,3,1,1,574531-NMN,1+,574532-OOO,1+,*,99,M,0,0,0
574701-GGR2,015-74701,1987,Nestling,12-Jan-88,29-Sep-88,Died,3,1,1,543809-ORB,1+,529306-BGG,2+,*,99,M,0,0,0
574702-GMN2,015-74702,1987,Nestling,12-Jan-88,25-Sep-88,Dispersedoutside,,1,1,543809-ORB,1+,529306-BGG,2+,*,99,F,0,0,0
574703-GOG,015-74703,1987,Nestling,12-Jan-88,12-Feb-89,Died,,1,1,543809-ORB,1+,529306-BGG,2+,*,99,M,0,0,0
574704-GBY3,015-74704,1987,Juvenile,28-Jan-88,28-Jan-88,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
574705-YRB2,015-74705,1987,Nestling,28-Jan-88,28-Jan-88,Died,,0,0,*,*,*,*,*,99,U,0,0,0
574706-YBG2,015-74706,1987,Nestling,28-Jan-88,28-Jan-88,Died,,0,0,*,*,*,*,*,99,U,0,0,0
574707-YNY,015-74707,1987,Nestling,28-Jan-88,8-Oct-88,Died,5,1,1,579710-NWO,1+,433387-YRRroc,1+,*,99,M,0,0,0
574708-NOB,015-74708,1987,Nestling,2-Feb-88,19-Oct-88,Dispersedoutside,,1,1,543800-RBB,1+,543751-OMM,2+,*,99,F,0,0,0
574709-YGG2,015-74709,1987,Juvenile,3-Feb-88,27-Feb-88,Unknown,,1,1,*,*,*,*,*,99,U,0,0,0
574710-YOB2,015-74710,1987,Juvenile,3-Feb-88,3-Feb-88,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
574711-YYM,015-74711,1987,Juvenile,3-Feb-88,7-Feb-88,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
574713-YRO2,015-74713,1987,Juvenile,6-Feb-88,6-Feb-88,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
574717-YOO,015-74717,1987,Juvenile,9-Feb-88,18-Jan-89,Died,3,1,1,F00001-unb1,1+,478198-GMR,1+,*,99,F,5,0,0
574718-YBR2,015-74718,1987,Juvenile,10-Feb-88,10-Aug-88,Died,,1,1,*,*,*,*,*,99,U,0,0,0
574720-YYY,015-74720,1987,Juvenile,11-Feb-88,13-Sep-92,Died,6,1,1,543826-RGB,1+,*,*,*,99,M,9,8,2
574721-R--,015-74721,1987,Juvenile,18-Feb-88,22-Oct-91,Died,6,1,1,543786-RRB,1+,511363-BYM,2+,574502-GBN,99,M,3,3,3
574723-YGB,015-74723,1987,Juvenile,15-Feb-88,10-Oct-88,Died,3,1,1,626733-ONW,1+,543784-RNG,1+,*,99,M,0,0,0
574724-YMB,015-74724,1987,Nestling,15-Feb-88,15-Jul-90,Died,3,1,1,543786-RRB,1+,511363-BYM,2+,*,99,F,4,4,4
574725-YRY2,015-74725,1987,Nestling,15-Feb-88,19-Feb-88,Unknown,,0,0,543786-RRB,1+,511363-BYM,2+,*,99,U,0,0,0
574726-YBN,015-74726,1987,Nestling,15-Feb-88,19-Nov-88,Died,,1,1,543786-RRB,1+,511363-BYM,2+,*,99,M,0,0,0
574727-YNM2,015-74727,1987,Juvenile,19-Feb-88,14-Mar-88,Unknown,,1,1,*,*,*,*,*,99,U,0,0,0
574729-YMO,015-74729,1987,Juvenile,19-Feb-88,20-Oct-98,Died,6,1,1,*,*,*,*,*,99,M,18,15,11
574731-YMG,015-74731,1987,Juvenile,19-Feb-88,8-Mar-88,Died,,1,1,574728-YBO,1+,574504-GRO,1+,*,99,M,0,0,0
574733-BOM2,015-74733,1987,Juvenile,22-Feb-88,25-Sep-88,Unknown,,1,1,476408-MMN,2+,490363-OMN,3,*,99,F,0,0,0
574734-BRG,015-74734,1987,Juvenile,22-Feb-88,1-Mar-88,Unknown,1,1,1,574728-YBO,1+,574504-GRO,1+,*,99,U,0,0,0
574735-BMG,015-74735,1987,Juvenile,22-Feb-88,19-Sep-88,Unknown,,1,1,574746-BON,1+,543792-RGW,1+,*,99,U,0,0,0
574738-BNY2,015-74738,1987,Juvenile,23-Feb-88,8-Jul-90,Died,3,1,1,543783-ROM,1+,478208-GYB,1+,*,99,M,0,0,0
574739-BRM2,015-74739,1987,Juvenile,23-Feb-88,31-Jul-88,Died,,1,1,543783-ROM,1+,478208-GYB,1+,*,99,U,0,0,0
574740-BGM,015-74740,1987,Juvenile,23-Feb-88,27-Feb-88,Unknown,1,1,1,*,*,*,*,*,99,M,0,0,0
574742-BGN2,015-74742,1987,Juvenile,23-Feb-88,23-Feb-88,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
574743-BMM,015-74743,1987,Fledgling,23-Feb-88,20-Jul-97,Died,6,1,1,574741-BRN,1+,543780-RGY,1+,*,99,M,2,0,0
574745-BBM2,015-74745,1987,Juvenile,24-Feb-88,1-Mar-88,Unknown,1,1,1,*,*,*,*,*,99,F,0,0,0
574748-NGB,015-74748,1987,Fledgling,25-Feb-88,11-Jun-89,Died,3,1,1,574750-BYN,1+,574775-MMB,1+,*,99,F,5,3,2
574749-NMY,015-74749,1987,Juvenile,25-Feb-88,16-Mar-88,Unknown,,1,1,*,*,*,*,*,99,U,0,0,0
574751-NON,015-74751,1987,Adult,25-Feb-88,5-May-91,Died,3,1,1,*,*,*,*,*,99,F,13,13,9
574752-RMG,015-74752,1987,Juvenile,27-Feb-88,10-Oct-93,Died,6,1,1,596771-MYO,1+,*,*,*,99,M,5,2,1
574753-RMR,015-74753,1987,Juvenile,27-Feb-88,6-Mar-88,Unknown,1,1,1,*,*,*,*,*,99,M,0,0,0
574755-RYO2,015-74755,1987,Juvenile,27-Feb-88,27-Feb-88,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
574756-RMO2,015-74756,1987,Juvenile,27-Feb-88,11-Nov-88,Dispersedoutside,,1,1,*,*,*,*,*,99,F,0,0,0
574757-RYB,015-74757,1987,Juvenile,27-Feb-88,27-Feb-88,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
574758-RMY,015-74758,1987,Juvenile,9-Mar-88,9-Mar-88,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
574759-RGM,015-74759,1987,Juvenile,10-Mar-88,31-Jul-88,Died,,1,1,543826-RGB,1+,543833-ROO,1+,*,99,U,0,0,0
574760-MBR,015-74760,1987,Juvenile,11-Mar-88,25-Nov-90,Died,5,1,1,543786-RRB,1+,511363-BYM,2+,*,99,M,0,0,0
574761-MRG,015-74761,1987,Juvenile,11-Mar-88,10-Jul-91,Died,3,1,1,*,*,543785-RBY,1+,*,99,F,13,6,4
574768-RRG,015-74768,1987,Juvenile,15-Mar-88,2-Nov-91,Died,6,1,1,579710-NWO,1+,433387-YRRroc,1+,433387-YRRroc,1+,M,0,0,0
574773-MBB2,015-74773,1987,Juvenile,16-Mar-88,16-Mar-88,Unknown,1,1,1,*,*,*,*,*,99,M,0,0,0
574774-MOO,015-74774,1987,Juvenile,16-Mar-88,20-Mar-88,Unknown,1,1,1,*,*,*,*,*,99,M,0,0,0
574776-MBO,015-74776,1987,Juvenile,16-Mar-88,16-Mar-88,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
574777-MNG,015-74777,1987,Juvenile,16-Mar-88,4-Feb-90,Died,3,1,1,574750-BYN,1+,574775-MMB,1+,*,99,M,0,0,0
574783-RRO,015-74783,1987,Juvenile,18-Mar-88,18-Mar-88,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
574790-ROY,015-74790,1987,Juvenile,18-Mar-88,28-May-89,Died,3,1,1,574785-MOR,1+,574784-MBG,1+,*,99,M,0,0,0
574791-RNR,015-74791,1987,Juvenile,18-Mar-88,18-Mar-88,Unknown,1,1,1,*,*,*,*,*,99,U,0,0,0
574792-RBN,015-74792,1987,Juvenile,18-Mar-88,20-Mar-88,Unknown,1,1,1,*,*,*,*,*,99,M,0,0,0
574793-ROR,015-74793,1987,Juvenile,18-Mar-88,24-May-94,Died,6,1,1,*,*,*,*,*,99,M,4,1,1
574795-GOR,015-74795,1987,Juvenile,27-Apr-88,1-May-88,Unknown,1,1,1,*,*,*,*,*,99,M,0,0,0
574798-GRR2,015-74798,1987,Juvenile,27-Apr-88,1-May-88,Unknown,1,1,1,*,*,*,*,*,99,F,0,0,0
574799-GGO2,015-74799,1987,Juvenile,3-May-88,19-Sep-89,Dispersedoutside,,1,1,574800-GRY,1+,574502-GBN,1+,*,99,F,0,0,0
626722-YYG,016-26722,1987,Adult,13-Mar-90,31-Mar-90,Died,3,1,1,574728-YBO,1+,574504-GRO,1+,*,99,M,0,0,0
501855-NRN,015-01855,1988,Juvenile,6-Feb-89,15-Jul-90,Died,3,1,1,*,*,*,*,*,99,M,0,0,0
574535-GrwB2,015-74535,1988,Nestling,3-Oct-88,16-Oct-88,Died,,1,0,543809-ORB,2+,529306-BGG,3+,*,99,U,0,0,0
574536-MrwB2,015-74536,1988,Nestling,3-Oct-88,16-Oct-88,Died,,1,0,543809-ORB,2+,529306-BGG,3+,*,99,U,0,0,0
574537-OrwB2,015-74537,1988,Nestling,3-Oct-88,16-Oct-88,Died,,1,0,543809-ORB,2+,529306-BGG,3+,*,99,U,0,0,0
574538-GSnG,015-74538,1988,Nestling,10-Oct-88,10-Oct-88,Unknown,1,0,0,*,*,*,*,*,99,U,0,0,0
574539-RgwG2,015-74539,1988,Nestling,10-Oct-88,10-Oct-88,Unknown,,0,0,574786-RNB,1+,SOC001_RNB,1+,*,99,U,0,0,0
574540-GgwG,015-74540,1988,Nestling,10-Oct-88,10-Oct-88,Unknown,,0,0,574786-RNB,1+,*,*,*,99,U,0,0,0
574541-GowO,015-74541,1988,Nestling,12-Oct-88,12-Oct-88,Unknown,,0,0,*,*,*,*,*,99,U,0,0,0
574542-MowO,015-74542,1988,Nestling,12-Oct-88,12-Oct-88,Unknown,,0,0,*,*,*,*,*,99,U,0,0,0
574543-NowO,015-74543,1988,Nestling,12-Oct-88,12-Oct-88,Unknown,,0,0,*,*,*,*,*,99,U,0,0,0
574544-MbwM2,015-74544,1988,Nestling,17-Oct-88,17-Oct-88,Unknown,,0,0,*,*,*,*,*,99,U,0,0,0
574545-RbwM,015-74545,1988,Nestling,17-Oct-88,17-Oct-88,Unknown,,0,0,*,*,*,*,*,99,U,0,0,0
574546-BbwM,015-74546,1988,Nestling,17-Oct-88,17-Oct-88,Unknown,,0,0,*,*,*,*,*,99,U,0,0,0
574547-BgwM2,015-74547,1988,Nestling,19-Oct-88,19-Oct-88,Died,,0,0,476409-BRR,3+,543811-OMG,2,*,99,U,0,0,0
574548-OgwM2,015-74548,1988,Nestling,19-Oct-88,19-Oct-88,Died,,0,0,476409-BRR,3+,543811-OMG,2,*,99,U,0,0,0
574549-RrwR3,015-74549,1988,Nestling,20-Oct-88,20-Oct-88,Died,,0,0,543800-RBB,2+,543751-OMM,3+,*,99,U,0,0,0
574550-MrwR2,015-74550,1988,Nestling,20-Oct-88,20-Oct-88,Died,,0,0,543800-RBB,2+,543751-OMM,3+,*,99,U,0,0,0
574551-GrwR2,015-74551,1988,Nestling,20-Oct-88,20-Oct-88,Died,,0,0,543800-RBB,2+,543751-OMM,3+,*,99,U,0,0,0
574552-BrwR2,015-74552,1988,Nestling,20-Oct-88,20-Oct-88,Died,,0,0,543800-RBB,2+,543751-OMM,3+,*,99,U,0,0,0
574553-OrwM2,015-74553,1988,Nestling,20-Oct-88,20-Oct-88,Died,,0,0,023871-RWG,8+,543785-RBY,2+,*,99,U,0,0,0
574554-BrwM3,015-74554,1988,Nestling,20-Oct-88,20-Oct-88,Died,,0,0,023871-RWG,8+,543785-RBY,2+,*,99,U,0,0,0
574559-GrwG2,015-74559,1988,Nestling,23-Oct-88,23-Oct-88,Unknown,,0,0,596762-RYN,1+,525597-YBB,2+,*,99,U,0,0,0
574560-BrwG2,015-74560,1988,Nestling,23-Oct-88,23-Oct-88,Unknown,,0,0,596762-RYN,1+,525597-YBB,2+,*,99,U,0,0,0
574561-MrwG,015-74561,1988,Nestling,23-Oct-88,23-Oct-88,Unknown,,0,0,596762-RYN,1+,525597-YBB,2+,*,99,U,0,0,0
574562-GbwO,015-74562,1988,Nestling,28-Oct-88,28-Oct-88,Died,,0,0,543774-MMY,2,568373-BMR,2+,*,99,U,0,0,0
574563-RbwO1,015-74563,1988,Nestling,28-Oct-88,28-Oct-88,Died,,0,0,543774-MMY,2,568373-BMR,2+,*,99,U,0,0,0
574564-GnyN2,015-74564,1988,Nestling,30-Oct-88,30-Oct-88,Unknown,,0,0,*,*,*,*,*,99,U,0,0,0
574565-RnyN2,015-74565,1988,Nestling,30-Oct-88,30-Oct-88,Unknown,,0,0,*,*,*,*,*,99,U,0,0,0
574566-MnyN2,015-74566,1988,Nestling,30-Oct-88,30-Oct-88,Unknown,,0,0,*,*,*,*,*,99,U,0,0,0
574567-BrwM2,015-74567,1988,Nestling,2-Nov-88,2-Nov-88,Died,,0,0,574748-NGB,1,574747-NRR,2+,*,99,U,0,0,0
574568-GrwM2,015-74568,1988,Nestling,2-Nov-88,2-Nov-88,Died,,0,0,574748-NGB,1,574747-NRR,2+,*,99,U,0,0,0
574569-OowB,015-74569,1988,Nestling,3-Nov-88,1-Apr-90,Died,3,1,1,574800-GRY,2+,574502-GBN,2+,*,99,M,0,0,0
574570-BowB,015-74570,1988,Nestling,3-Nov-88,18-Dec-88,Unknown,,1,1,574800-GRY,2+,574502-GBN,2+,*,99,U,0,0,0
574571-GowB,015-74571,1988,Nestling,3-Nov-88,23-Jan-89,Unknown,,1,1,574800-GRY,2+,574502-GBN,2+,*,99,U,0,0,0
574572-MowB,015-74572,1988,Nestling,3-Nov-88,18-Dec-88,Unknown,,1,1,574800-GRY,2+,574502-GBN,2+,574502-GBN,2+,M,0,0,0
574573-YynY,015-74573,1988,Nestling,5-Nov-88,25-Dec-88,Unknown,,1,1,574779-RMN,1+,478200-GMG,2+,*,99,U,0,0,0
574574-GynY2,015-74574,1988,Nestling,5-Nov-88,25-Dec-88,Unknown,,1,1,574779-RMN,1+,478200-GMG,2+,*,99,U,0,0,0
574575-BynY,015-74575,1988,Nestling,5-Nov-88,25-Dec-88,Unknown,,1,1,574779-RMN,1+,478200-GMG,2+,*,99,U,0,0,0
574576-NbwB2,015-74576,1988,Nestling,11-Nov-88,11-Nov-88,Died,,0,0,574744-BNM,2+,476401-ROW,3+,*,99,U,0,0,0
574577-GbwB2,015-74577,1988,Nestling,11-Nov-88,11-Nov-88,Died,,0,0,574744-BNM,2+,476401-ROW,3+,*,99,U,0,0,0
574578-YbwB2,015-74578,1988,Nestling,11-Nov-88,11-Nov-88,Died,,0,0,574744-BNM,2+,476401-ROW,3+,*,99,U,0,0,0
574579-OSnO,015-74579,1988,Nestling,11-Nov-88,11-Nov-88,Died,,0,0,574750-BYN,2+,574775-MMB,2+,*,99,M,0,0,0
574580-GSnO,015-74580,1988,Nestling,11-Nov-88,11-Nov-88,Died,,0,0,574750-BYN,2+,574775-MMB,2+,574775-MMB,2+,F,0,0,0
574581-BSnO,015-74581,1988,Nestling,11-Nov-88,11-Nov-88,Died,,0,0,574750-BYN,2+,574775-MMB,2+,*,99,F,0,0,0
574582-RSnO,015-74582,1988,Nestling,11-Nov-88,11-Nov-88,Died,,0,0,574750-BYN,2+,574775-MMB,2+,574775-MMB,2+,F,0,0,0
574583-MRSn,015-74583,1988,Fledgling,12-Nov-88,12-Nov-88,Died,,1,0,574785-MOR,2+,574784-MBG,2+,*,99,U,0,0,0
574584-YRSn,015-74584,1988,Fledgling,12-Nov-88,12-Nov-88,Died,,1,0,574785-MOR,2+,574784-MBG,2+,*,99,U,0,0,0
574585-GRSn,015-74585,1988,Fledgling,12-Nov-88,12-Nov-88,Died,,1,0,574785-MOR,2+,574784-MBG,2+,*,99,U,0,0,0
574586-NgwN3,015-74586,1988,Nestling,14-Nov-88,14-Nov-88,Unknown,,0,0,*,*,*,*,*,99,U,0,0,0
574587-GgwN2,015-74587,1988,Nestling,14-Nov-88,14-Nov-88,Unknown,,0,0,*,*,*,*,*,99,U,0,0,0
574588-MgwN,015-74588,1988,Nestling,14-Nov-88,14-Nov-88,Unknown,,0,0,*,*,*,*,*,99,U,0,0,0
574589-RgwN2,015-74589,1988,Nestling,14-Nov-88,14-Nov-88,Unknown,,0,0,*,*,*,*,*,99,U,0,0,0
574590-MgwB2,015-74590,1988,Nestling,17-Nov-88,27-Jun-89,Died,,1,1,*,*,*,*,*,99,M,0,0,0
574591-GgwB,015-74591,1988,Nestling,17-Nov-88,8-Nov-89,Died,,1,1,*,*,*,*,*,99,M,0,0,0
574592-OgwB2,015-74592,1988,Nestling,17-Nov-88,17-Nov-88,Unknown,,0,0,*,*,*,*,*,99,U,0,0,0
574593-BowG,015-74593,1988,Nestling,17-Nov-88,8-Jan-89,Unknown,,1,1,F00001-unb1,2+,478198-GMR,2+,*,99,U,0,0,0
574594-MowG,015-74594,1988,Nestling,17-Nov-88,2-Apr-89,Died,,1,1,F00001-unb1,2+,478198-GMR,2+,*,99,U,0,0,0
574595-RowG,015-74595,1988,Nestling,17-Nov-88,16-Jan-89,Unknown,,1,1,F00001-unb1,2+,478198-GMR,2+,*,99,F,0,0,0
574596-RrwR2,015-74596,1988,Nestling,18-Nov-88,18-Nov-88,Died,,0,0,596762-RYN,1+,525597-YBB,2+,*,99,U,0,0,0
574600-YgwO2,015-74600,1988,Fledgling,23-Nov-88,11-Jan-89,Dispersedoutside,,1,1,478206-GBM,2+,*,*,*,99,U,0,0,0
574635-RowM,015-74635,1988,Nestling,24-Nov-88,24-Nov-88,Died,,0,0,574513-OGN,1+,478196-GBB,2+,*,99,U,0,0,0
